baseline_id,lst_stratum,lst_bin_id,morphology,flux_jy,multiplicity,PTE_global_absint__frozen_polybeam,PTE_global_absint__full_polybeam,PTE_global_max__frozen_polybeam,PTE_global_max__full_polybeam,Z_PS_max__frozen_polybeam,Z_PS_max__full_polybeam,relative_abs_bias__frozen_polybeam,relative_abs_bias__full_polybeam,candidate_statistical__frozen_polybeam,candidate_statistical__full_polybeam,absint_strict__frozen_polybeam,absint_strict__full_polybeam,local_physical_1e3__frozen_polybeam,local_physical_1e3__full_polybeam,absint_physical_1e3__frozen_polybeam,absint_physical_1e3__full_polybeam,beam_robust_local_physical_1e3,frozen_only_local_physical_1e3,full_only_local_physical_1e3,beam_robust_absint_physical_1e3,frozen_only_absint_physical_1e3,full_only_absint_physical_1e3,delta_PTE_global_max,delta_PTE_global_absint,delta_relative_abs_bias
0_1,stress,0,khz_comb,30.0,single,0.4059405940594059,0.4059405940594059,0.99009900990099,0.9702970297029704,-1.4206191079269277,-1.5279256930877405,0.0003708280618939,0.0003935175802101,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.019801980198019598,0.0,2.2689518316199963e-05
0_1,stress,0,khz_comb,300.0,multi,0.0297029702970297,0.0495049504950495,0.198019801980198,0.3366336633663366,1.0108296130891004,0.6296232047219469,0.0109081460552417,0.0119898370728373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1386138613861386,0.0198019801980198,0.0010816910175955995
0_1,stress,0,khz_comb,300.0,single,0.3069306930693069,0.3168316831683168,0.9405940594059404,0.9801980198019802,-1.6085304871100763,-1.5705824910223465,0.0037483736532393,0.0040362500668096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03960396039603975,0.009900990099009854,0.00028787641357030025
0_1,stress,0,khz_comb,1000.0,multi,0.0198019801980198,0.0495049504950495,0.2475247524752475,0.2574257425742574,0.7857444329861093,0.6559931141526265,0.0385884094816526,0.047879261788065,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.009900990099009882,0.0297029702970297,0.009290852306412405
0_1,stress,0,khz_comb,1000.0,single,0.1386138613861386,0.1287128712871287,0.9504950495049505,0.9801980198019802,-1.013625036359698,-1.3193071732434911,0.0129117556220935,0.0146942365719888,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02970297029702973,-0.00990099009900991,0.001782480949895299
0_1,stress,0,lines,10.0,multi,0.0099009900990099,0.0198019801980198,0.1386138613861386,0.396039603960396,1.0745112393129566,0.2184216684200014,0.0004018005863282,0.0004339245044522,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.25742574257425743,0.0099009900990099,3.212391812400001e-05
0_1,stress,0,lines,10.0,single,0.3069306930693069,0.4851485148514851,0.9306930693069309,0.9801980198019802,-1.3987920694335758,-1.7635482118104484,0.000138870784368,0.0001489408138597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04950495049504933,0.17821782178217815,1.0070029491700006e-05
0_1,stress,0,lines,30.0,multi,0.0099009900990099,0.0198019801980198,0.2673267326732673,0.4257425742574257,0.8051351288055082,0.2611397725828074,0.0012075498147377,0.0013088699096311,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.1584158415841584,0.0099009900990099,0.00010132009489340001
0_1,stress,0,lines,30.0,single,0.396039603960396,0.4752475247524752,0.9405940594059404,0.9603960396039604,-1.5508032384705197,-1.2106967615907398,0.0004170192866878,0.0004478064947655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01980198019801993,0.07920792079207922,3.078720807769998e-05
0_1,stress,0,lines,300.0,multi,0.0099009900990099,0.0396039603960396,0.2574257425742574,0.2772277227722772,0.8832691023106372,0.7384901481868402,0.0123882280963982,0.0141109885497324,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.01980198019801982,0.029702970297029698,0.0017227604533342003
0_1,stress,0,lines,300.0,single,0.3366336633663366,0.198019801980198,0.9702970297029704,0.9801980198019802,-1.416389980660232,-1.6035353998825244,0.0042277811248255,0.0046371684564334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.009900990099009799,-0.1386138613861386,0.00040938733160790063
0_1,stress,0,lines,1000.0,multi,0.0099009900990099,0.0594059405940594,0.2574257425742574,0.1683168316831683,0.6851401819830465,0.8608962554388362,0.0446423293935178,0.0597055882302349,False,False,True,False,False,False,True,False,False,False,False,False,True,False,-0.08910891089108908,0.04950495049504951,0.015063258836717094
0_1,stress,0,lines,1000.0,single,0.1782178217821782,0.1881188118811881,0.9504950495049505,0.9603960396039604,-1.4812932893806348,-0.9814098328899156,0.0147144349123665,0.0175066118304936,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.00990099009900991,0.009900990099009882,0.002792176918127099
0_1,stress,0,smooth,10.0,multi,0.0198019801980198,0.0297029702970297,0.2574257425742574,0.3465346534653465,0.7452871637985583,0.4582600356215526,0.0004019432820707,0.0004341702537679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08910891089108913,0.009900990099009903,3.222697169719997e-05
0_1,stress,0,smooth,10.0,single,0.4059405940594059,0.4851485148514851,0.9504950495049505,0.9405940594059404,-1.5154879498925846,-1.2505994838091254,0.0001388969637558,0.0001489765763345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.00990099009901002,0.07920792079207917,1.0079612578700001e-05
