flux_jy,rows,n_strict_local,n_strict_absint,median_Brel,max_Brel,min_PTE_global_max,min_PTE_global_absint
10.0,324,9,18,0.00018030345341830002,0.0064508455819639,0.0099009900990099,0.0099009900990099
30.0,324,8,17,0.0005418381646311,0.0192752397080327,0.0099009900990099,0.0099009900990099
300.0,324,6,16,0.005596067321839451,0.3373040156309344,0.0099009900990099,0.0099009900990099
1000.0,324,7,23,0.01984047345941985,3.6429008513319503,0.0099009900990099,0.0099009900990099
