n_cells,n_satellite_cell_rows,median_abs_doppler_khz,p95_abs_doppler_khz,max_abs_doppler_khz,median_doppler_span_khz,p95_doppler_span_khz,max_doppler_span_khz,median_fraction_of_48p8khz_spacing,p95_fraction_of_48p8khz_spacing,median_fraction_of_12p2khz_linewidth,p95_fraction_of_12p2khz_linewidth
27,86,0.8608845718776031,1.0729535876625413,1.1565473766213383,1.6169375078867712,2.0573037692707,2.2148883922269063,0.017641077292573835,0.021986753845543883,0.07056430917029534,0.08794701538217553
