baseline_id,baseline_length_m,baseline_class,lst_stratum,lst_bin_id,lst_start,lst_end,beam_model,morphology,flux_jy,multiplicity,injection_mode,n_sat_visible,n_sat_ranked_visible,n_injected,selected_norad_ids,selected_peak_alts_deg,flag_fraction,pre_risk_score,metadata_beam_weighted_sat_exposure,metadata_n_sat_visible_center,metadata_n_sat_visible_any_bin,metadata_n_sat_visible_peak_bin,metadata_n_sat_peak_visible,metadata_beam_weighted_sat_exposure_center,metadata_beam_weighted_sat_exposure_bin_mean,metadata_max_sat_beam_response_center,metadata_max_sat_beam_response_bin,metadata_pre_risk_score_bin,metadata_null_mad_win_proxy,sat_peak_abs_jy_sum,sat_peak_abs_jy_max,sat_mean_abs_jy_sum,zero_coupling,seed,n_null,Z_PS_max,Z_PS_abs_integrated,PTE_global_max,PTE_global_absint,obs_max_bias,obs_abs_integrated,null_max_bias_p50,null_max_bias_p95,null_max_bias_p99,null_abs_integrated_p50,null_abs_integrated_p95,null_abs_integrated_p99,null_mad_win,Z_PS_bin_max,Z_PS_bin_p95,window_abs_bias_sum,window_signed_bias_sum,window_bg_abs_sum,relative_abs_bias,n_window_bins,kperp,kpar_min_window,kpar_max_window,tau_ns_min_window,tau_ns_max_window,null_global_stats_path,z_eff,X_mpc,Y_mpc_per_hz,nu_eff_hz,PS_gt_2,PS_gt_3,flag_exploratory,candidate_statistical,candidate_floor_1em08,candidate_floor_1em07,candidate_floor_1em06,candidate_floor_1em05,candidate_floor_1em04,candidate_floor_1em03,candidate_floor_1em02,candidate_floor_1em01
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,smooth,30.0,single,coherent_ab,2,4,1,55364,86.598,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,5.650063750334957,5.650063750334957,0.011650736404497847,False,20260622,100,-0.7614907393605588,-0.21946206893944775,0.8118811881188119,0.6039603960396039,4193.422822590917,214095.56196723675,6181.209800539538,8833.407189228014,8875.273847066612,216922.17579109647,228315.3527877465,228841.16306199366,1760.683195648715,1.1857802091767164,1.058177661802862,214095.56196723675,6254.123149674333,3315845847.160797,6.456740507118469e-05,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\outputs\random1200_null_random1200_seed2\0_1_lst017_quiet_frozen_polybeam_smooth_S30_single.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,smooth,30.0,multi,coherent_ab,2,4,4,55364;58206;46128;55908,86.598;82.857;71.656;71.460,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,7.454682046019242,5.650063750334957,0.01585979668009699,False,20260639,100,0.740086076034072,0.29126650367882034,0.3465346534653465,0.297029702970297,6392.810347329825,247030.0266470955,5200.440783789381,9445.395204028113,10970.916391812265,235681.90964669493,274547.31456862227,279550.73222818115,1086.6874523553997,1.859801430529985,1.3272231810329163,247030.0266470955,-516.9830493105601,3315845847.160797,7.449985253645482e-05,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\outputs\random1200_null_random1200_seed2\0_1_lst017_quiet_frozen_polybeam_smooth_S30_multi.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,smooth,1000.0,single,coherent_ab,2,4,1,55364,86.598,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,188.33545834449856,188.33545834449856,0.3883578801499283,False,20260656,100,-1.0790066714043127,-0.5081228842133242,0.9405940594059405,0.7326732673267327,109754.5407460779,7018987.5987025155,149747.0518829003,262705.3847407274,269967.4349263747,7200745.411371304,7911750.075158768,7933503.380950385,24999.455448171124,1.1066269473066033,1.020563829504643,7018987.5987025155,-926675.2117957857,3315845847.160797,0.0021168015409137745,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\outputs\random1200_null_random1200_seed2\0_1_lst017_quiet_frozen_polybeam_smooth_S1000_single.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,smooth,1000.0,multi,coherent_ab,2,4,4,55364;58206;46128;55908,86.598;82.857;71.656;71.460,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,248.48940153397473,188.33545834449856,0.5286598893365664,False,20260673,100,0.37296639317750796,0.466709241304645,0.32673267326732675,0.32673267326732675,181708.43128938228,8165903.00199039,160325.76349592023,252509.42097430807,294651.8508624585,7571715.461422525,9230497.665642139,9486622.036521444,38669.4675538335,1.789051216295868,1.0889606234832467,8165903.00199039,-1202161.0386978027,3315845847.160797,0.0024626907818958077,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\outputs\random1200_null_random1200_seed2\0_1_lst017_quiet_frozen_polybeam_smooth_S1000_multi.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,lines,30.0,single,coherent_ab,2,4,1,55364,86.598,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,5.649945759533972,5.649945759533972,0.011663784176540794,False,20260690,100,-0.98705834554347,-0.7718581249615682,0.7623762376237624,0.6435643564356436,4202.853184033185,214066.56531478974,6073.113794704899,8738.742050686478,8891.661080567987,221213.51240925258,228373.70189539864,228800.87667470623,1278.0131036899984,0.9504837335804049,0.8279089000619967,214066.56531478974,6257.96664267622,3315845847.160797,6.455866019769431e-05,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\outputs\random1200_null_random1200_seed2\0_1_lst017_quiet_frozen_polybeam_lines_S30_single.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,lines,30.0,multi,coherent_ab,2,4,4,55364;58206;46128;55908,86.598;82.857;71.656;71.460,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,7.454528005528369,5.649945759533972,0.015877619971893808,False,20260707,100,0.26628727050831574,0.3158160602490788,0.43564356435643564,0.36633663366336633,6407.920079417527,246856.80079028493,5812.153444569558,10171.454481141642,10951.026558709891,233400.01485499134,277385.002152404,285532.0310016312,1509.0435575172305,1.804941860337429,1.13736195981042,246856.80079028493,-508.2460367190142,3315845847.160797,7.444761070592495e-05,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\outputs\random1200_null_random1200_seed2\0_1_lst017_quiet_frozen_polybeam_lines_S30_multi.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,lines,1000.0,single,coherent_ab,2,4,1,55364,86.598,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,188.33152531779908,188.33152531779908,0.38879280588469317,False,20260724,100,-1.0195305683067377,-1.127073938713534,0.9405940594059405,0.801980198019802,109955.23596351221,7019094.87714513,149977.58974226937,261850.40658087208,270575.2276368666,7368483.317587347,7917001.324496077,7935648.367596687,26477.585503991693,1.0576040768595412,0.9948920530866426,7019094.87714513,-926027.4512816825,3315845847.160797,0.0021168338941797466,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\outputs\random1200_null_random1200_seed2\0_1_lst017_quiet_frozen_polybeam_lines_S1000_single.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,lines,1000.0,multi,coherent_ab,2,4,4,55364;58206;46128;55908,86.598;82.857;71.656;71.460,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,248.48426685094563,188.33152531779908,0.529253999063127,False,20260741,100,0.2367840246940239,0.3978943755538145,0.39603960396039606,0.4158415841584158,182092.59325038642,8161102.228217332,167281.85851753876,306296.97251271456,336501.8921576313,7473943.005398417,9507133.644635208,9728683.094107736,42189.09502561949,2.4969443035071754,1.586640623971353,8161102.228217332,-1201329.2504805976,3315845847.160797,0.00246124295410334,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\outputs\random1200_null_random1200_seed2\0_1_lst017_quiet_frozen_polybeam_lines_S1000_multi.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,khz_comb,30.0,single,coherent_ab,2,4,1,55364,86.598,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,4.649782753989492,4.649782753989492,0.010219456183660483,False,20260758,100,-0.42950735271389356,-0.1886341281542539,0.7326732673267327,0.5841584158415841,4130.999669462442,215241.8876542499,4805.429740969092,8185.552975293994,8462.650497869552,216906.91298398655,225057.0255336948,225288.0721431257,1059.1130705215037,0.8027770452844454,0.7679926122609706,215241.8876542499,1756.1420709990198,3315845847.160797,6.491311646425041e-05,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\outputs\random1200_null_random1200_seed2\0_1_lst017_quiet_frozen_polybeam_khz_comb_S30_single.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,khz_comb,30.0,multi,coherent_ab,2,4,4,55364;58206;46128;55908,86.598;82.857;71.656;71.460,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,6.134914782278641,4.649782753989492,0.013938291942076329,False,20260775,100,0.2458863784401854,0.4754386921170263,0.39603960396039606,0.27722772277227725,6203.056635789573,253011.06759469194,5683.01642120257,9516.300602900608,9973.823022643779,228729.57925428354,277320.87152797595,279805.0383248473,1426.5219631940126,2.013978244239557,1.471164171998529,253011.06759469194,-4200.461372156791,3315845847.160797,7.630362786959273e-05,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\outputs\random1200_null_random1200_seed2\0_1_lst017_quiet_frozen_polybeam_khz_comb_S30_multi.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
