buffer_ns,n_cases,n_rows,n_candidate_statistical,n_candidate_physical_1e2,median_Z_PS_max,min_PTE_global_max,median_relative_abs_bias,median_n_window_bins
0.0,1,1,0,0,0.9657834461574386,0.16831683168316833,0.0005505593724554943,1517.0
50.0,1,1,0,0,3.9596175924477666,0.04950495049504951,0.000499837252413245,1499.0
100.0,1,1,1,0,3.8972951635219166,0.009900990099009901,0.0005534296702845863,1481.0
150.0,1,1,0,0,0.28896962845496893,0.42574257425742573,0.0005607668633710724,1461.0
200.0,1,1,0,0,-0.5458444251944202,0.6633663366336634,0.0005268734255430684,1443.0
