baseline_id,ant1,ant2,source_uvh5,pol,baseline_length_m,baseline_class,baseline_enu_e_m,baseline_enu_n_m,baseline_enu_u_m,lst_bin_id,t_start_index,n_time,lst_start,lst_end,flag_fraction,n_sat_visible_center,n_sat_visible_any_bin,n_sat_visible_peak_bin,n_sat_peak_visible,beam_weighted_sat_exposure_center,beam_weighted_sat_exposure_bin_mean,max_sat_beam_response_center,max_sat_beam_response_bin,n_sat_visible,beam_weighted_sat_exposure,max_sat_beam_response,pre_risk_score_bin,bg_window_power_proxy,null_mad_win_proxy,pre_risk_score
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,32,1984,62,2461041.722222222,2461041.7290451755,0.16510206653225806,0,3,3,3,0.0,0.39049641960412795,0.0,0.8621952177012273,3,0.39049641960412795,0.8621952177012273,9.335381183287748e-08,3413958052.8053174,4182972.413629953,9.335381183287748e-08
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,33,2046,62,2461041.7291666665,2461041.73598962,0.16536458333333334,0,5,5,5,0.0,0.33149479679068383,0.0,0.3484546838830035,5,0.33149479679068383,0.3484546838830035,6.144605128900807e-08,3927691365.47366,5394891.77638961,6.144605128900807e-08
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,34,2108,62,2461041.736111111,2461041.7429340645,0.16429351478494625,1,4,4,4,0.00014289495363501375,0.26670756042623767,0.00014289495363501375,0.7820357281270546,4,0.26670756042623767,0.7820357281270546,5.238187945137767e-08,3924347451.523132,5091599.6756818,5.238187945137767e-08
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,35,2170,62,2461041.7430555555,2461041.749878509,0.16420950940860216,0,5,5,5,0.0,0.28702035123589004,0.0,0.5329721044266462,5,0.28702035123589004,0.5329721044266462,5.490276875920282e-08,4051482974.27889,5227793.747428805,5.490276875920282e-08
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,36,2232,62,2461041.75,2461041.7568229535,0.16577410954301075,0,4,4,4,0.0,0.3212071455869001,0.0,0.5491919590577511,4,0.3212071455869001,0.5491919590577511,3.285770055761511e-08,4541234457.662894,9775703.720461871,3.285770055761511e-08
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,37,2294,62,2461041.7569444445,2461041.7637673975,0.16529107862903225,0,5,5,5,0.0,0.356360522070895,0.0,0.9867730246375583,5,0.356360522070895,0.9867730246375583,2.4418512587955796e-08,6708000307.787733,14593866.87814337,2.4418512587955796e-08
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,38,2356,62,2461041.763888889,2461041.770711842,0.1647345430107527,0,3,3,3,0.0,0.2870181822616452,0.0,0.74664414194873,3,0.2870181822616452,0.74664414194873,1.2168502437454318e-08,8734354063.872158,23586976.601016335,1.2168502437454318e-08
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,39,2418,62,2461041.7708333335,2461041.7776562865,0.1649550571236559,0,2,2,2,0.0,0.01686142451615914,0.0,0.029500585149165884,2,0.01686142451615914,0.029500585149165884,8.632144697950044e-10,12307494494.872974,19533296.8875781,8.632144697950044e-10
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,40,2480,62,2461041.777777778,2461041.784600731,0.1656271001344086,0,6,6,6,0.0,0.3484575065066898,0.0,0.8056414039197263,6,0.3484575065066898,0.8056414039197263,1.9681950471352776e-08,12751423041.132889,17704419.438199088,1.9681950471352776e-08
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,41,2542,62,2461041.784722222,2461041.791545175,0.16492355510752688,1,2,2,2,0.776904046133802,0.19470624145740908,0.776904046133802,0.5863109176460239,2,0.19470624145740908,0.5863109176460239,6.9566864965986466e-09,11949471844.244673,27988359.336389154,6.9566864965986466e-09
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,42,2604,62,2461041.7916666665,2461041.7984896195,0.1650390625,0,6,6,6,0.0,0.35654971283665626,0.0,0.6113952006290849,6,0.35654971283665626,0.6113952006290849,1.9309528179310275e-08,8651360799.265207,18464962.454064064,1.9309528179310275e-08
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,43,2666,62,2461041.798611111,2461041.805434064,0.16621513776881722,0,2,2,2,0.0,0.3059806379101992,0.0,0.996901135440778,2,0.3059806379101992,0.996901135440778,2.280117806712827e-08,5552012850.248477,13419510.036252104,2.280117806712827e-08
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,44,2728,62,2461041.8055555555,2461041.8123785085,0.1653330813172043,0,3,3,3,0.0,0.2419547912000571,0.0,0.7241364102878726,3,0.2419547912000571,0.7241364102878726,2.5602650558744554e-08,3583672682.7605968,9450380.56293815,2.5602650558744554e-08
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,45,2790,62,2461041.8125,2461041.819322953,0.1648605510752688,0,2,2,2,0.0,0.0004316907159982403,0.0,0.0006749143264715858,2,0.0004316907159982403,0.0006749143264715858,7.114242547782088e-11,2202848726.563588,6067978.609090615,7.114242547782088e-11
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,46,2852,62,2461041.8194444445,2461041.8262673975,0.16538558467741934,0,6,6,6,0.0,0.23572824167680723,0.0,0.4552977482091947,6,0.23572824167680723,0.4552977482091947,6.803105858844989e-08,1781692852.7233,3465009.167398557,6.803105858844989e-08
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,47,2914,62,2461041.826388889,2461041.833211842,0.16636214717741934,0,4,4,4,0.0,0.18822900815401855,0.0,0.5108260863619242,4,0.18822900815401855,0.5108260863619242,1.295825181043788e-07,1812421759.8348134,1452580.2624270655,1.295825181043788e-07
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,48,2976,62,2461041.8333333335,2461041.8401562865,0.16554309475806453,0,2,2,2,0.0,0.014922085996042292,0.0,0.04576768186907193,2,0.014922085996042292,0.04576768186907193,6.593113610875088e-09,1651466854.472998,2263283.613288399,6.593113610875088e-09
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,49,3038,62,2461041.840277778,2461041.847100731,0.16545908938172044,0,4,4,4,0.0,0.4385330849085768,0.0,0.9279511646397298,4,0.4385330849085768,0.9279511646397298,1.0706711690981737e-07,2198128014.1223,4095870.866476709,1.0706711690981737e-07
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,50,3100,62,2461041.847222222,2461041.854045175,0.16510206653225806,0,6,6,6,0.0,0.34972237411950585,0.0,0.6086948826788393,6,0.34972237411950585,0.6086948826788393,1.5431215829806423e-07,2484586162.7554092,2266330.6506542005,1.5431215829806423e-07
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,51,3162,62,2461041.8541666665,2461041.8609896195,0.1649340557795699,1,4,4,4,0.008305882758116095,0.5098494816274408,0.008305882758116095,0.7273139335979131,4,0.5098494816274408,0.7273139335979131,1.7853328374959607e-07,2148332105.674537,2855767.1203904822,1.7853328374959607e-07
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,52,3224,62,2461041.861111111,2461041.867934064,0.16444052419354838,0,8,8,8,0.0,0.7461311303091528,0.0,0.8464114110583065,8,0.7461311303091528,0.8464114110583065,2.146941679015215e-07,2198268766.8205132,3475320.906953547,2.146941679015215e-07
0_1,0,1,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.0_1.sum.uvh5,ee,14.60794900739243,short,14.607842476282329,0.055788352425452103,0.00022457272413589635,53,3286,62,2461041.8680555555,2461041.8748785085,0.16604712701612903,1,3,3,3,0.0023396773596836536,0.30413256099332964,0.0023396773596836536,0.4996640359057469,3,0.30413256099332964,0.4996640359057469,1.4609071923118186e-07,2642654174.3422084,2081806.1721775346,1.4609071923118186e-07
