pair,baseline_id,lst_stratum,lst_bin_id,morphology,flux_jy,multiplicity,residual_model,sigma_cal,ell_nu_mhz,bias_floor,frozen_PTE_max_1000,frozen_PTE_absint_1000,frozen_B_rel,frozen_retained,full_PTE_max_1000,full_PTE_absint_1000,full_B_rel,full_retained,pair_status,seed_frozen,seed_full,cal_seed
10,4_196,stress,0,khz_comb,300.0,multi,white,0.0001,,0.001,0.3076923076923077,0.005994005994005994,0.017437434543370982,True,0.26373626373626374,0.005994005994005994,0.02083280054128833,True,beam-robust retained,20277282,20277690,10
10,4_196,stress,0,khz_comb,300.0,multi,white,0.001,,0.001,0.3076923076923077,0.005994005994005994,0.01743805602556117,True,0.26373626373626374,0.005994005994005994,0.020833182846233127,True,beam-robust retained,20277282,20277690,10
10,4_196,stress,0,khz_comb,300.0,multi,white,0.01,,0.001,0.3006993006993007,0.005994005994005994,0.017428074782100136,True,0.2547452547452547,0.005994005994005994,0.020848239809829795,True,beam-robust retained,20277282,20277690,10
11,4_196,stress,0,khz_comb,1000.0,multi,smooth,0.0,0.5,0.001,0.2987012987012987,0.004995004995004995,0.06074324783785221,True,0.2917082917082917,0.003996003996003996,0.07439291548695472,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,smooth,0.0,1.0,0.001,0.2987012987012987,0.004995004995004995,0.06074324783785221,True,0.2917082917082917,0.003996003996003996,0.07439291548695472,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,smooth,0.0,5.0,0.001,0.2987012987012987,0.004995004995004995,0.06074324783785221,True,0.2917082917082917,0.003996003996003996,0.07439291548695472,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,smooth,0.0001,0.5,0.001,0.2987012987012987,0.004995004995004995,0.06074222053678613,True,0.2907092907092907,0.003996003996003996,0.0743918773432292,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,smooth,0.0001,1.0,0.001,0.2987012987012987,0.004995004995004995,0.06074580677358622,True,0.2907092907092907,0.003996003996003996,0.07439573946012963,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,smooth,0.0001,5.0,0.001,0.2987012987012987,0.004995004995004995,0.06074318697991828,True,0.2917082917082917,0.003996003996003996,0.0743923179117074,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,smooth,0.001,0.5,0.001,0.2987012987012987,0.004995004995004995,0.060756045017913214,True,0.2917082917082917,0.003996003996003996,0.07440400310557932,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,smooth,0.001,1.0,0.001,0.2987012987012987,0.004995004995004995,0.06074458680162376,True,0.2897102897102897,0.003996003996003996,0.07438982750982444,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,smooth,0.001,5.0,0.001,0.2987012987012987,0.004995004995004995,0.060743247488357924,True,0.2897102897102897,0.003996003996003996,0.07438877027396609,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,smooth,0.01,0.5,0.001,0.29270729270729273,0.004995004995004995,0.060715574597343135,True,0.2887112887112887,0.003996003996003996,0.0743797972650344,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,smooth,0.01,1.0,0.001,0.2967032967032967,0.004995004995004995,0.06062125495939091,True,0.28771228771228774,0.003996003996003996,0.07422958435020544,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,smooth,0.01,5.0,0.001,0.2987012987012987,0.003996003996003996,0.06113484176765086,True,0.2977022977022977,0.003996003996003996,0.07479194490328091,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,white,0.0,,0.001,0.2987012987012987,0.004995004995004995,0.06074324783785221,True,0.2917082917082917,0.003996003996003996,0.07439291548695472,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,white,0.0001,,0.001,0.2987012987012987,0.004995004995004995,0.060743200160811014,True,0.2917082917082917,0.003996003996003996,0.07439258187595255,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,white,0.001,,0.001,0.2987012987012987,0.004995004995004995,0.06073996618531197,True,0.29270729270729273,0.003996003996003996,0.07439119049314499,True,beam-robust retained,20277316,20277724,10
11,4_196,stress,0,khz_comb,1000.0,multi,white,0.01,,0.001,0.3086913086913087,0.004995004995004995,0.060750720698982935,True,0.2967032967032967,0.003996003996003996,0.07440375701093269,True,beam-robust retained,20277316,20277724,10
