baseline_id,lst_stratum,lst_bin_id,beam_model,morphology,flux_jy,multiplicity,N_null,PTE_global_max_old,PTE_global_max_new,PTE_global_absint_old,PTE_global_absint_new,relative_abs_bias,n_null_exceed_absint,n_null_exceed_max,window_abs_bias_sum,window_bg_abs_sum,Z_PS_max_new,above_brel_1e3,retained_absint_001,retained_max_001
11_10,quiet,16,frozen_polybeam,smooth,30.0,multi,1000,0.7623762376237624,0.7362637362637363,0.0099009900990099,0.006993006993006993,3.884271636982336e-05,6,736,141.41583047788643,3640729.6835643407,-0.6408041410213096,False,True,False
11_10,quiet,16,frozen_polybeam,smooth,1000.0,multi,1000,0.7029702970297029,0.7362637362637363,0.0099009900990099,0.005994005994005994,0.0012956737265288811,5,736,4717.197796388124,3640729.6835643407,-0.6173575342814895,True,True,False
11_10,quiet,16,frozen_polybeam,khz_comb,1000.0,multi,1000,0.7920792079207921,0.7632367632367633,0.0099009900990099,0.007992007992007992,0.001154008970648387,7,763,4201.434714539112,3640729.6835643407,-0.6304780357441591,True,True,False
