baseline_id,lst_stratum,lst_bin_id,morphology,flux_jy,multiplicity,candidate_statistical__frozen_polybeam,candidate_statistical__full_polybeam,PTE_global_absint__frozen_polybeam,PTE_global_absint__full_polybeam,PTE_global_max__frozen_polybeam,PTE_global_max__full_polybeam,Z_PS_max__frozen_polybeam,Z_PS_max__full_polybeam,relative_abs_bias__frozen_polybeam,relative_abs_bias__full_polybeam,delta_Z_PS_max,delta_PTE_global_absint,delta_PTE_global_max,delta_relative_abs_bias,frozen_only_candidate,full_only_candidate
0_1,stress,0,khz_comb,30.0,single,False,False,0.4851485148514851,0.3861386138613861,0.9801980198019802,0.9801980198019802,-1.5904069439086217,-1.7878590918932398,0.0003708280618939,0.0003935175802101,-0.19745214798461808,-0.09900990099009899,0.0,2.2689518316199963e-05,False,False
0_1,stress,0,khz_comb,1000.0,multi,False,False,0.0198019801980198,0.0792079207920792,0.2178217821782178,0.2475247524752475,1.171776877919648,0.6262406089487843,0.0385884094816526,0.047879261788065,-0.5455362689708637,0.059405940594059396,0.0297029702970297,0.009290852306412405,False,False
0_1,stress,0,khz_comb,1000.0,single,False,False,0.1584158415841584,0.1584158415841584,0.9603960396039604,0.9603960396039604,-1.597082113358295,-1.3533181387660616,0.0129117556220935,0.0146942365719888,0.24376397459223353,0.0,0.0,0.001782480949895299,False,False
0_1,stress,0,lines,30.0,multi,False,False,0.0099009900990099,0.0396039603960396,0.2277227722772277,0.396039603960396,0.8578457333264556,0.4415230847790838,0.0012075498147377,0.0013088699096311,-0.41632264854737183,0.029702970297029698,0.1683168316831683,0.00010132009489340001,False,False
0_1,stress,0,lines,30.0,single,False,False,0.3762376237623762,0.396039603960396,0.9603960396039604,0.9603960396039604,-1.4167132277878989,-1.85379045627881,0.0004170192866878,0.0004478064947655,-0.437077228490911,0.01980198019801982,0.0,3.078720807769998e-05,False,False
0_1,stress,0,lines,1000.0,multi,False,False,0.0198019801980198,0.0792079207920792,0.2178217821782178,0.2574257425742574,0.9565386284309848,0.6200576391101926,0.0446423293935178,0.0597055882302349,-0.3364809893207922,0.059405940594059396,0.039603960396039584,0.015063258836717094,False,False
0_1,stress,0,lines,1000.0,single,False,False,0.099009900990099,0.1287128712871287,0.9306930693069309,0.8910891089108911,-1.2454887695491204,-0.9156989454471888,0.0147144349123665,0.0175066118304936,0.3297898241019316,0.029702970297029688,-0.03960396039603975,0.002792176918127099,False,False
0_1,stress,0,smooth,30.0,multi,False,False,0.0198019801980198,0.0297029702970297,0.2673267326732673,0.3861386138613861,0.6251735772362443,0.4298011755594584,0.0012080211867724,0.001309611275358,-0.19537240167678593,0.009900990099009903,0.1188118811881188,0.00010159008858560015,False,False
0_1,stress,0,smooth,30.0,single,False,False,0.4356435643564356,0.4851485148514851,0.9702970297029704,0.9504950495049505,-1.5498499206638052,-2.002735610808416,0.0004170989451021,0.0004479126831272,-0.45288569014461055,0.04950495049504949,-0.01980198019801993,3.0813738025099995e-05,False,False
0_1,stress,0,smooth,1000.0,multi,False,False,0.0198019801980198,0.0495049504950495,0.3069306930693069,0.2475247524752475,0.5476953520640264,0.5847773477916618,0.0446486423653132,0.0597280066515306,0.037081995727635375,0.0297029702970297,-0.05940594059405943,0.015079364286217402,False,False
0_1,stress,0,smooth,1000.0,single,False,False,0.1287128712871287,0.1782178217821782,0.9207920792079208,0.9108910891089108,-1.070030491344337,-1.0354940693710746,0.0147160379910509,0.0175065579705557,0.034536421973262454,0.04950495049504952,-0.00990099009901002,0.0027905199795048,False,False
0_1,typical,44,khz_comb,30.0,multi,False,False,0.2079207920792079,0.0891089108910891,0.0594059405940594,0.0198019801980198,2.62214641560112,4.189205558269956,0.0021962730915921,0.0029722683149374,1.5670591426688358,-0.1188118811881188,-0.039603960396039604,0.0007759952233453,False,False
0_1,typical,44,khz_comb,30.0,single,True,True,0.0891089108910891,0.4356435643564356,0.0099009900990099,0.0099009900990099,2.192946300377022,1.2736143392993382,0.0008851398069942,0.0010142341070963,-0.9193319610776838,0.3465346534653465,0.0,0.00012909430010210002,False,False
0_1,typical,44,khz_comb,1000.0,multi,False,False,0.2079207920792079,0.0495049504950495,0.099009900990099,0.0396039603960396,2.3242961453711906,3.6372622924737934,0.0858786494189606,0.1438655950470415,1.3129661471026028,-0.15841584158415842,-0.0594059405940594,0.05798694562808089,False,False
0_1,typical,44,khz_comb,1000.0,single,True,True,0.4554455445544554,0.6435643564356436,0.0099009900990099,0.0099009900990099,1.0430786503409242,1.588806319532866,0.0303492794364274,0.0348776573478272,0.5457276691919419,0.18811881188118817,0.0,0.004528377911399796,False,False
0_1,typical,44,lines,30.0,multi,False,True,0.0693069306930693,0.099009900990099,0.0297029702970297,0.0099009900990099,4.319364955946105,3.796339593825191,0.0023859866132835,0.003474846230676,-0.5230253621209138,0.0297029702970297,-0.019801980198019802,0.0010888596173925002,False,True
0_1,typical,44,lines,30.0,single,True,False,0.2772277227722772,0.3069306930693069,0.0099009900990099,0.0198019801980198,1.3028470481259566,1.1504040360020895,0.0009084892879405,0.0011541144326991,-0.15244301212386713,0.02970297029702973,0.0099009900990099,0.00024562514475860004,True,False
0_1,typical,44,lines,1000.0,multi,False,False,0.0693069306930693,0.0198019801980198,0.0495049504950495,0.0198019801980198,4.358268067207532,4.548974317878928,0.097848148261251,0.1872045693490289,0.19070625067139613,-0.0495049504950495,-0.0297029702970297,0.0893564210877779,False,False
0_1,typical,44,lines,1000.0,single,False,False,0.4158415841584158,0.6237623762376238,0.0198019801980198,0.0198019801980198,1.0804082438966252,1.2664678082370069,0.031259788533032,0.0398158683743174,0.18605956434038173,0.20792079207920794,0.0,0.008556079841285404,False,False
0_1,typical,44,smooth,30.0,multi,False,False,0.1386138613861386,0.1089108910891089,0.0297029702970297,0.0396039603960396,3.2030957516953134,2.682220769747909,0.0023852338712495,0.0034748303657372,-0.5208749819474043,-0.0297029702970297,0.009900990099009896,0.0010895964944876999,False,False
0_1,typical,44,smooth,30.0,single,True,False,0.297029702970297,0.3762376237623762,0.0099009900990099,0.0198019801980198,1.2088687632433772,1.1407456893860466,0.000908306287335,0.0011538373497435,-0.06812307385733063,0.07920792079207917,0.0099009900990099,0.00024553106240850003,True,False
0_1,typical,44,smooth,1000.0,multi,False,False,0.099009900990099,0.0099009900990099,0.0891089108910891,0.0198019801980198,2.6931745761184107,3.808285552816592,0.0978333512194563,0.1872726294307271,1.1151109766981815,-0.0891089108910891,-0.06930693069306931,0.08943927821127079,False,False
0_1,typical,44,smooth,1000.0,single,True,False,0.5841584158415841,0.5247524752475248,0.0099009900990099,0.0198019801980198,1.195762899232008,1.28570559484828,0.0312617424200368,0.0398159441486889,0.0899426956162721,-0.05940594059405935,0.0099009900990099,0.008554201728652101,True,False
0_197,quiet,22,khz_comb,30.0,multi,False,False,0.1584158415841584,0.0495049504950495,0.2376237623762376,0.3267326732673267,0.9445253412827884,0.7346483375321015,0.0011801044878525,0.0013160922371009,-0.20987700375068696,-0.1089108910891089,0.08910891089108908,0.00013598774924840004,False,False
0_197,quiet,22,khz_comb,30.0,single,False,False,0.6633663366336634,0.5445544554455446,0.1386138613861386,0.4752475247524752,0.700693715730721,0.2012484083645404,0.0005635148705364,0.0005941043199393,-0.49944530736618065,-0.1188118811881188,0.3366336633663366,3.058944940290001e-05,False,False
0_197,quiet,22,khz_comb,1000.0,multi,False,False,0.0396039603960396,0.0297029702970297,0.5742574257425742,0.4554455445544554,-0.2511912855943125,0.1490865191538966,0.0491663399569314,0.0577346630478964,0.40027780474820907,-0.009900990099009896,-0.1188118811881188,0.008568323090965002,False,False
0_197,quiet,22,khz_comb,1000.0,single,False,False,0.6732673267326733,0.801980198019802,0.1485148514851485,0.3366336633663366,1.009052685613897,0.4038433797358576,0.0189582406303779,0.0202423631804166,-0.6052093058780394,0.12871287128712872,0.1881188118811881,0.0012841225500387007,False,False
0_197,quiet,22,lines,30.0,multi,False,False,0.1386138613861386,0.0792079207920792,0.2277227722772277,0.2871287128712871,0.8285891567539141,0.5326808141057309,0.0012619761702975,0.0014703448651921,-0.2959083426481832,-0.0594059405940594,0.0594059405940594,0.00020836869489459999,False,False
0_197,quiet,22,lines,30.0,single,False,False,0.7326732673267327,0.5841584158415841,0.6633663366336634,0.7821782178217822,-0.1903542784189835,-1.5126652805909686,0.0005963397756871,0.0006508815017522,-1.322311002171985,-0.14851485148514854,0.1188118811881188,5.4541726065099935e-05,False,False
0_197,quiet,22,lines,1000.0,multi,False,False,0.0396039603960396,0.0297029702970297,0.4752475247524752,0.2772277227722772,0.1150914701023983,0.6858861884055133,0.0529715184588256,0.0684403340571185,0.570794718303115,-0.009900990099009896,-0.19801980198019803,0.015468815598292898,False,False
0_197,quiet,22,lines,1000.0,single,False,False,0.7326732673267327,0.8514851485148515,0.6039603960396039,0.7722772277227723,-0.1020581559525074,-1.130551950090987,0.0200641765237415,0.0224122645411697,-1.0284937941384797,0.1188118811881188,0.16831683168316836,0.0023480880174281994,False,False
