baseline_id,lst_stratum,lst_bin_id,morphology,flux_jy,multiplicity,N_null,frozen_PTE_max_1000,frozen_PTE_absint_1000,frozen_B_rel,full_PTE_max_100_old,full_PTE_absint_100_old,full_PTE_max_1000_new,full_PTE_absint_1000_new,full_B_rel_1000_new,final_class,seed,selected_norad_ids
11_10,quiet,16,smooth,1000.0,multi,1000,0.7362637362637363,0.0059940059940059,0.0012956737265288,0.8811881188118812,0.0297029702970297,0.8011988011988012,0.03896103896103896,0.003153582211464166,local-only QA candidate,20263324,46128;44537
11_10,quiet,16,khz_comb,1000.0,multi,1000,0.7632367632367633,0.0079920079920079,0.0011540089706483,0.6138613861386139,0.0198019801980198,0.6553446553446554,0.030969030969030968,0.0026232095400866556,local-only QA candidate,20263460,46128;44537
