case_id,old_row_index,baseline_id,baseline_length_m,lst_stratum,lst_bin_id,beam_model,morphology,flux_jy,multiplicity,N_null,Z_PS_max_old,Z_PS_max_new,PTE_global_max_old,PTE_global_max_new,PTE_global_absint_old,PTE_global_absint_new,relative_abs_bias,window_abs_bias_sum,window_bg_abs_sum,null_mad_win,n_null_exceed_max,n_null_exceed_absint,retained_PTE001,retained_PTE005,retained_physical_floor_1e3,retained_physical_floor_1e2
0_1_lst044_typical_full_polybeam_smooth_S30_multi,37,0_1,14.60794900739243,typical,44,full_polybeam,smooth,30.0,multi,1000,3.8972951635219166,1.9682284026859844,0.0099009900990099,0.02197802197802198,0.900990099009901,0.9010989010989011,0.0005534296702845863,34958.744223241934,63167455.77674818,245.31842848320957,21,901,False,True,False,False
