relative_abs_bias_floor,n_trials,n_candidate_statistical,n_candidate_physical,Pr_candidate_physical
1e-08,648,1,1,0.0015432098765432098
1e-07,648,1,1,0.0015432098765432098
1e-06,648,1,1,0.0015432098765432098
1e-05,648,1,1,0.0015432098765432098
0.0001,648,1,1,0.0015432098765432098
0.001,648,1,0,0.0
0.01,648,1,0,0.0
0.1,648,1,0,0.0
