"baseline_id","baseline_length_m","baseline_class","lst_stratum","lst_bin_id","lst_start","lst_end","beam_model","morphology","flux_jy","multiplicity","injection_mode","n_sat_visible","n_sat_ranked_visible","n_injected","selected_norad_ids","selected_peak_alts_deg","flag_fraction","pre_risk_score","metadata_beam_weighted_sat_exposure","metadata_null_mad_win_proxy","sat_peak_abs_jy_sum","sat_peak_abs_jy_max","sat_mean_abs_jy_sum","zero_coupling","seed","n_null","Z_PS_max","Z_PS_abs_integrated","PTE_global_max","PTE_global_absint","obs_max_bias","obs_abs_integrated","null_max_bias_p50","null_max_bias_p95","null_max_bias_p99","null_abs_integrated_p50","null_abs_integrated_p95","null_abs_integrated_p99","null_mad_win","Z_PS_bin_max","Z_PS_bin_p95","window_abs_bias_sum","window_signed_bias_sum","window_bg_abs_sum","relative_abs_bias","n_window_bins","kperp","kpar_min_window","kpar_max_window","tau_ns_min_window","tau_ns_max_window","null_global_stats_path","z_eff","X_mpc","Y_mpc_per_hz","nu_eff_hz","PS_gt_2","PS_gt_3","flag_exploratory","candidate_statistical","candidate_floor_1em08","candidate_floor_1em07","candidate_floor_1em06","candidate_floor_1em05","candidate_floor_1em04","metadata_n_sat_visible_center","metadata_n_sat_visible_any_bin","metadata_n_sat_visible_peak_bin","metadata_n_sat_peak_visible","metadata_beam_weighted_sat_exposure_center","metadata_beam_weighted_sat_exposure_bin_mean","metadata_max_sat_beam_response_center","metadata_max_sat_beam_response_bin","metadata_pre_risk_score_bin"
"0_1","14.60794900739243","short","quiet","17","2461041.6180555555","2461041.624878509","frozen_polybeam","khz_comb","1000.0","single","coherent_ab","2","2","1","46168","83.229","0.1657111055107527","6.108540873789748e-10","0.0684687078802128","112086845.77031374","77.48123390274343","77.48123390274343","0.12192475814220606","False","20260792","100","0.3599978357013885","-1.0128535940689318","0.32673267326732675","0.7425742574257426","119143.54395365342","3353048.5481664045","106505.95806011558","156022.67320301718","156219.52530387335","3591440.8467571894","3769638.181039495","3780408.5934272152","23677.73931383714","1.1306985230863797","1.0189422463125761","3353048.5481664045","155520.81908435258","3315845847.160797","0.0010112196714565191","1481","0.004558137949787341","-1.445965571882522","1.4440828042107998","-4095.9999999999995","4090.666666666666","C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\outputs\coverage_null_global_stats\0_1_lst017_quiet_frozen_polybeam_khz_comb_S1000_single.npz","9.10175923472585","9444.443085672718","1.7798436919007438e-05","140609741.2109375","False","False","False","False","False","False","False","False","False","0","2","2","2","0.0","0.0684687078802128","0.0","0.2805166207424566","6.108540873789748e-10"
"0_1","14.60794900739243","short","quiet","17","2461041.6180555555","2461041.624878509","frozen_polybeam","khz_comb","1000.0","multi","coherent_ab","2","2","2","46168;47826","83.229;73.757","0.1657111055107527","6.108540873789748e-10","0.0684687078802128","112086845.77031374","79.27226419836293","77.48123390274343","0.14040709130595144","False","20260809","100","0.22214114613541946","-0.8384084288350635","0.33663366336633666","0.7227722772277227","119202.92184005305","3359352.78431677","109744.32046593726","154334.79081762582","155677.7350612022","3561824.887316626","3771250.7604861762","3800093.817131393","28719.30452958308","1.5040497796035632","1.045978655584525","3359352.78431677","163137.92683889545","3315845847.160797","0.0010131209167016089","1481","0.004558137949787341","-1.445965571882522","1.4440828042107998","-4095.9999999999995","4090.666666666666","C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\outputs\coverage_null_global_stats\0_1_lst017_quiet_frozen_polybeam_khz_comb_S1000_multi.npz","9.10175923472585","9444.443085672718","1.7798436919007438e-05","140609741.2109375","False","False","False","False","False","False","False","False","False","0","2","2","2","0.0","0.0684687078802128","0.0","0.2805166207424566","6.108540873789748e-10"
"0_1","14.60794900739243","short","quiet","17","2461041.6180555555","2461041.624878509","full_polybeam","smooth","30.0","single","coherent_ab","2","2","1","46168","83.229","0.1657111055107527","6.108540873789748e-10","0.0684687078802128","112086845.77031374","5.976828421383456","5.976828421383456","0.00836050868081515","False","20260826","100","0.7146157204190521","-0.8901778620160096","0.22772277227722773","0.8118811881188119","4131.072886172682","118507.00774009284","3400.1898661218584","5159.933996975049","5238.114706555158","132493.14741402393","146034.26701121827","146307.0171286598","689.8446664363146","1.0094765778148045","0.9698510027663063","118507.00774009284","-285.63716620600644","3315845847.160797","3.573960105581049e-05","1481","0.004558137949787341","-1.445965571882522","1.4440828042107998","-4095.9999999999995","4090.666666666666","C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\outputs\coverage_null_global_stats\0_1_lst017_quiet_full_polybeam_smooth_S30_single.npz","9.10175923472585","9444.443085672718","1.7798436919007438e-05","140609741.2109375","False","False","False","False","False","False","False","False","False","0","2","2","2","0.0","0.0684687078802128","0.0","0.2805166207424566","6.108540873789748e-10"
"0_1","14.60794900739243","short","quiet","17","2461041.6180555555","2461041.624878509","full_polybeam","smooth","30.0","multi","coherent_ab","2","2","2","46168;47826","83.229;73.757","0.1657111055107527","6.108540873789748e-10","0.0684687078802128","112086845.77031374","6.420282811534167","5.976828421383456","0.009700567473800697","False","20260843","100","0.6987004106902903","-0.6793504702740629","0.27722772277227725","0.7227722772277227","4075.7898876443505","118478.6652052085","3450.186065763235","5202.439580319449","5269.067124262452","131516.0154423914","146269.85751132155","146658.92772521698","603.9269341994077","0.9627608323158279","0.7594257307140314","118478.6652052085","-94.31248843164849","3315845847.160797","3.573105345251686e-05","1481","0.004558137949787341","-1.445965571882522","1.4440828042107998","-4095.9999999999995","4090.666666666666","C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\outputs\coverage_null_global_stats\0_1_lst017_quiet_full_polybeam_smooth_S30_multi.npz","9.10175923472585","9444.443085672718","1.7798436919007438e-05","140609741.2109375","False","False","False","False","False","False","False","False","False","0","2","2","2","0.0","0.0684687078802128","0.0","0.2805166207424566","6.108540873789748e-10"
"0_1","14.60794900739243","short","quiet","17","2461041.6180555555","2461041.624878509","full_polybeam","smooth","1000.0","single","coherent_ab","2","2","1","46168","83.229","0.1657111055107527","6.108540873789748e-10","0.0684687078802128","112086845.77031374","199.22761404611526","199.22761404611526","0.27868362269383834","False","20260860","100","0.6208532949102248","-0.5495118244523685","0.25742574257425743","0.7524752475247525","126006.82268998772","4080135.7058661915","108203.4847900942","158798.6971629765","162482.82702095166","4357303.128942118","4941708.372547601","4984360.442081053","19341.424133142456","0.9989836414549699","0.8961822360490109","4080135.7058661915","-586743.8775614549","3315845847.160797","0.0012304961973307112","1481","0.004558137949787341","-1.445965571882522","1.4440828042107998","-4095.9999999999995","4090.666666666666","C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\outputs\coverage_null_global_stats\0_1_lst017_quiet_full_polybeam_smooth_S1000_single.npz","9.10175923472585","9444.443085672718","1.7798436919007438e-05","140609741.2109375","False","False","False","False","False","False","False","False","False","0","2","2","2","0.0","0.0684687078802128","0.0","0.2805166207424566","6.108540873789748e-10"
"0_1","14.60794900739243","short","quiet","17","2461041.6180555555","2461041.624878509","full_polybeam","smooth","1000.0","multi","coherent_ab","2","2","2","46168;47826","83.229;73.757","0.1657111055107527","6.108540873789748e-10","0.0684687078802128","112086845.77031374","214.00942705113894","199.22761404611526","0.3233522491266899","False","20260877","100","0.3536158590472233","-0.6652540533082227","0.36633663366336633","0.7623762376237624","122084.63387766853","4099195.207310218","110015.76503336802","159988.1023488734","163786.23617893868","4444459.764502725","4952053.906082476","5015513.957117928","23020.292513884604","1.435516348437534","1.038223489023966","4099195.207310218","-672417.8661918014","3315845847.160797","0.0012362442032159504","1481","0.004558137949787341","-1.445965571882522","1.4440828042107998","-4095.9999999999995","4090.666666666666","C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\outputs\coverage_null_global_stats\0_1_lst017_quiet_full_polybeam_smooth_S1000_multi.npz","9.10175923472585","9444.443085672718","1.7798436919007438e-05","140609741.2109375","False","False","False","False","False","False","False","False","False","0","2","2","2","0.0","0.0684687078802128","0.0","0.2805166207424566","6.108540873789748e-10"
"0_1","14.60794900739243","short","quiet","17","2461041.6180555555","2461041.624878509","full_polybeam","lines","30.0","single","coherent_ab","2","2","1","46168","83.229","0.1657111055107527","6.108540873789748e-10","0.0684687078802128","112086845.77031374","5.9765189666595875","5.9765189666595875","0.008367951732758014","False","20260894","100","0.780029431126881","-0.6194614024651318","0.1782178217821782","0.7425742574257426","4142.615942481905","118536.07430350447","3444.6019824296236","5125.849137556181","5237.231383930519","128096.19642115952","145460.25481334265","146211.86669331035","603.5720541477203","1.5727671521417834","1.3435593840589617","118536.07430350447","-251.565047121695","3315845847.160797","3.574836701320157e-05","1481","0.004558137949787341","-1.445965571882522","1.4440828042107998","-4095.9999999999995","4090.666666666666","C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\outputs\coverage_null_global_stats\0_1_lst017_quiet_full_polybeam_lines_S30_single.npz","9.10175923472585","9444.443085672718","1.7798436919007438e-05","140609741.2109375","False","False","False","False","False","False","False","False","False","0","2","2","2","0.0","0.0684687078802128","0.0","0.2805166207424566","6.108540873789748e-10"
"0_1","14.60794900739243","short","quiet","17","2461041.6180555555","2461041.624878509","full_polybeam","lines","30.0","multi","coherent_ab","2","2","2","46168;47826","83.229;73.757","0.1657111055107527","6.108540873789748e-10","0.0684687078802128","112086845.77031374","6.419918968493362","5.9765189666595875","0.009709079969434976","False","20260911","100","0.533947386762936","-0.7974837281735923","0.31683168316831684","0.8217821782178217","4087.343015514314","118501.06573911355","3640.934620724991","5072.456488741562","5255.111021588967","130118.22583257832","145636.28168038448","146292.47713123556","563.9101242981851","1.401344494900842","0.7922684725956975","118501.06573911355","-60.239903645125196","3315845847.160797","3.573780905423587e-05","1481","0.004558137949787341","-1.445965571882522","1.4440828042107998","-4095.9999999999995","4090.666666666666","C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\outputs\coverage_null_global_stats\0_1_lst017_quiet_full_polybeam_lines_S30_multi.npz","9.10175923472585","9444.443085672718","1.7798436919007438e-05","140609741.2109375","False","False","False","False","False","False","False","False","False","0","2","2","2","0.0","0.0684687078802128","0.0","0.2805166207424566","6.108540873789748e-10"
"0_1","14.60794900739243","short","quiet","17","2461041.6180555555","2461041.624878509","full_polybeam","lines","1000.0","single","coherent_ab","2","2","1","46168","83.229","0.1657111055107527","6.108540873789748e-10","0.0684687078802128","112086845.77031374","199.217298888653","199.217298888653","0.2789317244252672","False","20260928","100","0.7073287118784134","-0.8705167839517726","0.24752475247524752","0.7227722772277227","126360.89385901019","4079592.1808806704","107611.95894604549","161630.50959948488","162976.71893087245","4494201.81682203","4968178.610313937","4982632.039501902","17878.509858930483","0.9431918315329337","0.8800068898083241","4079592.1808806704","-585167.2036678258","3315845847.160797","0.0012303322798838292","1481","0.004558137949787341","-1.445965571882522","1.4440828042107998","-4095.9999999999995","4090.666666666666","C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\outputs\coverage_null_global_stats\0_1_lst017_quiet_full_polybeam_lines_S1000_single.npz","9.10175923472585","9444.443085672718","1.7798436919007438e-05","140609741.2109375","False","False","False","False","False","False","False","False","False","0","2","2","2","0.0","0.0684687078802128","0.0","0.2805166207424566","6.108540873789748e-10"
"0_1","14.60794900739243","short","quiet","17","2461041.6180555555","2461041.624878509","full_polybeam","lines","1000.0","multi","coherent_ab","2","2","2","46168;47826","83.229;73.757","0.1657111055107527","6.108540873789748e-10","0.0684687078802128","112086845.77031374","213.99729894977884","199.217298888653","0.3236359989811659","False","20260945","100","0.4662811040768313","-0.8185985708215527","0.3564356435643564","0.7227722772277227","122436.95583447441","4099314.794123792","108198.78106000274","162366.68009228446","164362.62475998106","4494934.048219051","4984296.51249709","4997966.167473633","20595.98219449073","1.431704999190793","0.9706575972975782","4099314.794123792","-670760.7876598975","3315845847.160797","0.0012362802684671974","1481","0.004558137949787341","-1.445965571882522","1.4440828042107998","-4095.9999999999995","4090.666666666666","C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\outputs\coverage_null_global_stats\0_1_lst017_quiet_full_polybeam_lines_S1000_multi.npz","9.10175923472585","9444.443085672718","1.7798436919007438e-05","140609741.2109375","False","False","False","False","False","False","False","False","False","0","2","2","2","0.0","0.0684687078802128","0.0","0.2805166207424566","6.108540873789748e-10"
"0_1","14.60794900739243","short","quiet","17","2461041.6180555555","2461041.624878509","full_polybeam","khz_comb","30.0","single","coherent_ab","2","2","1","46168","83.229","0.1657111055107527","6.108540873789748e-10","0.0684687078802128","112086845.77031374","4.918545416683262","4.918545416683262","0.0070419682240268604","False","20260962","100","0.6557346613888274","-0.6729052859405579","0.22772277227722773","0.7623762376237624","3662.857766993344","103263.50625874057","3081.511558530852","4492.132181424275","4615.287517554685","111567.17770880299","124941.35062358849","125550.28837785867","597.9745600670576","1.0170068637438765","0.9583157009741136","103263.50625874057","1182.7353678446634","3315845847.160797","3.114243273617809e-05","1481","0.004558137949787341","-1.445965571882522","1.4440828042107998","-4095.9999999999995","4090.666666666666","C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\outputs\coverage_null_global_stats\0_1_lst017_quiet_full_polybeam_khz_comb_S30_single.npz","9.10175923472585","9444.443085672718","1.7798436919007438e-05","140609741.2109375","False","False","False","False","False","False","False","False","False","0","2","2","2","0.0","0.0684687078802128","0.0","0.2805166207424566","6.108540873789748e-10"
"0_1","14.60794900739243","short","quiet","17","2461041.6180555555","2461041.624878509","full_polybeam","khz_comb","30.0","multi","coherent_ab","2","2","2","46168;47826","83.229;73.757","0.1657111055107527","6.108540873789748e-10","0.0684687078802128","112086845.77031374","5.283453996233175","4.918545416683262","0.008189598231825109","False","20260979","100","0.7582125128798086","-0.6994559302924628","0.22772277227722773","0.8118811881188119","3617.028507769108","103297.52405595614","2972.978217482567","4508.971033485233","4639.027448447049","111793.07144313911","125440.0882405625","125797.74350293237","572.9343186207116","1.7317474892992302","1.2038684292751654","103297.52405595614","1334.619510985547","3315845847.160797","3.115269189742489e-05","1481","0.004558137949787341","-1.445965571882522","1.4440828042107998","-4095.9999999999995","4090.666666666666","C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\outputs\coverage_null_global_stats\0_1_lst017_quiet_full_polybeam_khz_comb_S30_multi.npz","9.10175923472585","9444.443085672718","1.7798436919007438e-05","140609741.2109375","False","False","False","False","False","False","False","False","False","0","2","2","2","0.0","0.0684687078802128","0.0","0.2805166207424566","6.108540873789748e-10"
