morphology,injection_mode,bg_id,baseline_group,baseline_length_m,S_ref_jy,qa_delta_null_db,qa_null_positive,qa_S_win_db,qa_null_p95_db,Z_PS_max,Z_PS_abs_integrated,PTE_global_max,PTE_global_absint,obs_max_bias,obs_abs_integrated,null_max_bias_p50,null_max_bias_p95,null_max_bias_p99,null_abs_integrated_p50,null_abs_integrated_p95,null_abs_integrated_p99,null_global_stats_path,Z_PS_bin_max,Z_PS_bin_p95,PS_gt_1,PS_gt_2,PS_gt_3,window_abs_bias_sum,window_signed_bias_sum,window_bg_abs_sum,relative_abs_bias,eta_tau,margin_to_window_ns,kperp,z_eff,X_mpc,Y_mpc_per_hz,nu_eff_hz
literature_lofar_lines,a_only,bg_02_moderate,mid_140m,140.4,100.0,-inf,False,-inf,-98.2661380478627,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results\revision_bandpower_propagation_v3_pte\null_global_stats\literature_lofar_lines__a_only__bg_02_moderate__mid_140m__S100.npz,,,False,False,False,0.0,0.0,71920.4879342938,0.0,0.6919393331897669,244.2722005373355,0.04754184862208091,8.47264794423514,9280.92437317491,1.723133881133731e-05,149948120.1171875
literature_lofar_lines,coherent_ab,bg_02_moderate,mid_140m,140.4,300.0,-inf,False,-inf,-93.47433462026136,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results\revision_bandpower_propagation_v3_pte\null_global_stats\literature_lofar_lines__coherent_ab__bg_02_moderate__mid_140m__S300.npz,,,False,False,False,0.0,0.0,71920.4879342938,0.0,0.6919393331897669,244.2722005373355,0.04754184862208091,8.47264794423514,9280.92437317491,1.723133881133731e-05,149948120.1171875
literature_lofar_lines,a_only,bg_02_moderate,mid_140m,140.4,300.0,-inf,False,-inf,-93.47433462026136,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results\revision_bandpower_propagation_v3_pte\null_global_stats\literature_lofar_lines__a_only__bg_02_moderate__mid_140m__S300.npz,,,False,False,False,0.0,0.0,71920.4879342938,0.0,0.6919393331897669,244.2722005373355,0.04754184862208091,8.47264794423514,9280.92437317491,1.723133881133731e-05,149948120.1171875
literature_lofar_lines,coherent_ab,bg_02_moderate,mid_140m,140.4,1000.0,-inf,False,-inf,-88.24994210467271,2.162193750322053,2.1621937503220527,0.31683168316831684,0.31683168316831684,3.552713678800501e-15,4.618527782440651e-14,0.0,3.552713678800501e-15,3.552713678800501e-15,0.0,4.618527782440651e-14,4.618527782440651e-14,results\revision_bandpower_propagation_v3_pte\null_global_stats\literature_lofar_lines__coherent_ab__bg_02_moderate__mid_140m__S1000.npz,2.1621937503220536,1.7297550002576425,True,True,False,4.618527782440651e-14,-3.907985046680551e-14,71920.4879342938,6.421713638344772e-19,0.6919393331897669,244.2722005373355,0.04754184862208091,8.47264794423514,9280.92437317491,1.723133881133731e-05,149948120.1171875
literature_lofar_lines,a_only,bg_02_moderate,mid_140m,140.4,1000.0,-inf,False,-inf,-88.24994210467271,2.2271770159368702,2.2271770159368702,0.2871287128712871,0.2871287128712871,3.552713678800501e-15,4.618527782440651e-14,0.0,3.552713678800501e-15,3.552713678800501e-15,0.0,4.618527782440651e-14,4.618527782440651e-14,results\revision_bandpower_propagation_v3_pte\null_global_stats\literature_lofar_lines__a_only__bg_02_moderate__mid_140m__S1000.npz,2.227177015936871,1.7817416127494965,True,True,False,4.618527782440651e-14,-3.907985046680551e-14,71920.4879342938,6.421713638344772e-19,0.6919393331897669,244.2722005373355,0.04754184862208091,8.47264794423514,9280.92437317491,1.723133881133731e-05,149948120.1171875
literature_lofar_lines,coherent_ab,bg_02_moderate,long_207m,207.3,10.0,-inf,False,-inf,-112.88921485807666,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results\revision_bandpower_propagation_v3_pte\null_global_stats\literature_lofar_lines__coherent_ab__bg_02_moderate__long_207m__S10.npz,,,False,False,False,0.0,0.0,63538.34387795883,0.0,0.6919393329973231,313.01728767858106,0.07019533632020922,8.47264794423514,9280.92437317491,1.723133881133731e-05,149948120.1171875
literature_lofar_lines,a_only,bg_02_moderate,long_207m,207.3,10.0,-inf,False,-inf,-112.88921485807666,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results\revision_bandpower_propagation_v3_pte\null_global_stats\literature_lofar_lines__a_only__bg_02_moderate__long_207m__S10.npz,,,False,False,False,0.0,0.0,63538.34387795883,0.0,0.6919393329973231,313.01728767858106,0.07019533632020922,8.47264794423514,9280.92437317491,1.723133881133731e-05,149948120.1171875
literature_lofar_lines,coherent_ab,bg_02_moderate,long_207m,207.3,30.0,-inf,False,-inf,-108.11863258538902,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results\revision_bandpower_propagation_v3_pte\null_global_stats\literature_lofar_lines__coherent_ab__bg_02_moderate__long_207m__S30.npz,,,False,False,False,0.0,0.0,63538.34387795883,0.0,0.6919393329973231,313.01728767858106,0.07019533632020922,8.47264794423514,9280.92437317491,1.723133881133731e-05,149948120.1171875
literature_lofar_lines,a_only,bg_02_moderate,long_207m,207.3,30.0,-inf,False,-inf,-108.11863258538902,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results\revision_bandpower_propagation_v3_pte\null_global_stats\literature_lofar_lines__a_only__bg_02_moderate__long_207m__S30.npz,,,False,False,False,0.0,0.0,63538.34387795883,0.0,0.6919393329973231,313.01728767858106,0.07019533632020922,8.47264794423514,9280.92437317491,1.723133881133731e-05,149948120.1171875
literature_lofar_lines,coherent_ab,bg_02_moderate,long_207m,207.3,100.0,-inf,False,-inf,-102.88734073109724,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results\revision_bandpower_propagation_v3_pte\null_global_stats\literature_lofar_lines__coherent_ab__bg_02_moderate__long_207m__S100.npz,,,False,False,False,0.0,0.0,63538.34387795883,0.0,0.6919393329973231,313.01728767858106,0.07019533632020922,8.47264794423514,9280.92437317491,1.723133881133731e-05,149948120.1171875
