morphology,injection_mode,rows,qa_positive,ps_gt1,ps_gt2,ps_gt3,median_Z_PS_max,p95_Z_PS_max,median_PTE_global_max,min_PTE_global_max,median_PTE_global_absint,min_PTE_global_absint,median_relative_abs_bias,p95_relative_abs_bias,qa_positive_rate,Pr_Zgt1,Pr_Zgt2,Pr_Zgt3
bursty,a_only,75,0,6,3,0,-0.5286188201503713,1.8931487305976011,0.7128712871287128,0.06930693069306931,0.39603960396039606,0.039603960396039604,1.084179518592255e-06,0.0004235255113719355,0.0,0.08,0.04,0.0
bursty,coherent_ab,75,0,1,1,0,-0.4945052433536223,0.478311739768977,0.7425742574257426,0.32673267326732675,0.43564356435643564,0.0594059405940594,3.1933102944606985e-06,0.0007024521232825761,0.0,0.013333333333333334,0.013333333333333334,0.0
literature_lofar_khz_comb,a_only,75,20,1,1,0,-0.659418833060653,0.4228025197158444,0.7821782178217822,0.26732673267326734,0.5544554455445545,0.0297029702970297,6.672710941818586e-06,0.001215733174646537,0.26666666666666666,0.013333333333333334,0.013333333333333334,0.0
literature_lofar_khz_comb,coherent_ab,75,20,11,2,0,0.313875544581033,1.6573670242862024,0.48514851485148514,0.0297029702970297,0.6732673267326733,0.039603960396039604,1.872990814091375e-05,0.0023233336312380257,0.26666666666666666,0.14666666666666667,0.02666666666666667,0.0
literature_lofar_lines,a_only,75,20,1,1,0,-0.5034712471937811,0.33147012974976064,0.7821782178217822,0.2871287128712871,0.5544554455445545,0.019801980198019802,6.762565234057569e-06,0.0011857577010557787,0.26666666666666666,0.013333333333333334,0.013333333333333334,0.0
literature_lofar_lines,coherent_ab,75,20,12,3,0,0.2226398016150369,1.8969681813688866,0.48514851485148514,0.019801980198019802,0.6831683168316832,0.0297029702970297,1.8731746409057375e-05,0.0022799453512807938,0.26666666666666666,0.16,0.04,0.0
smooth,a_only,75,0,1,1,0,-0.5345359677461237,0.42533320266559277,0.7722772277227723,0.2079207920792079,0.5445544554455446,0.009900990099009901,6.764228165221458e-06,0.0011940549408974244,0.0,0.013333333333333334,0.013333333333333334,0.0
smooth,coherent_ab,75,0,12,3,0,0.15084122022942564,1.8408889161846416,0.504950495049505,0.019801980198019802,0.7326732673267327,0.0297029702970297,1.86609166001701e-05,0.002290726737605951,0.0,0.16,0.04,0.0
