morphology,injection_mode,bg_id,baseline_group,S_ref_jy,tau_ns,kpar,kperp,bias,null_median_bias,Z_PS
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-386.5327245053272,-0.14094416933860293,0.00494381046924773,0.04151851024590769,-0.0008167746529750275,0.8566029828414057
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-374.0639269406393,-0.1363975832309061,0.00494381046924773,0.00011820149573793515,-0.0011422757766794689,0.06709001552196693
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-361.59512937595133,-0.1318509971232092,0.00494381046924773,-0.013145115317380274,0.0011181487174036775,-1.3337022696551701
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-349.12633181126336,-0.12730441101551235,0.00494381046924773,-0.045411374338243604,-0.0036564296421488507,-0.9367418340270118
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-336.6575342465754,-0.12275782490781545,0.00494381046924773,-0.01825960314420172,0.0030487787346658024,-0.6841665240658779
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-324.18873668188735,-0.11821123880011859,0.00494381046924773,0.01835840729540905,0.00020247460824407426,0.6378065258296594
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-311.71993911719943,-0.11366465269242172,0.00494381046924773,-0.011080302070297421,-0.0009598466305362763,-0.2594743190508882
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-299.25114155251146,-0.10911806658472485,0.00494381046924773,0.013125776159967018,0.0012894335387088063,0.8063550670462839
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-286.7823439878234,-0.10457148047702798,0.00494381046924773,0.008558833120559939,-0.018611354450627005,0.1928165977915704
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-274.3135464231355,-0.10002489436933111,0.00494381046924773,-0.13046019534431252,0.00823095026316878,-0.9464238643606021
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-261.8447488584475,-0.09547830826163425,0.00494381046924773,-0.151083016577104,0.05469618279448696,-0.715782497259561
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-249.3759512937595,-0.09093172215393737,0.00494381046924773,0.0074413543547962036,0.014281923761473081,-0.03515337572388736
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-236.90715372907155,-0.08638513604624051,0.00494381046924773,0.0586799046611759,0.0027486778485581453,0.7778170954595647
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-224.43835616438355,-0.08183854993854363,0.00494381046924773,0.017335058600338016,-0.023076243740320024,0.25287115777890945
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-211.9695585996956,-0.07729196383084677,0.00494381046924773,-0.08450378061661468,0.005174039150006138,-0.4250045738463089
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-199.50076103500763,-0.07274537772314991,0.00494381046924773,-0.21843947608158487,0.0315954666957623,-0.7087162033748629
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-187.03196347031965,-0.06819879161545304,0.00494381046924773,-0.22141074261526228,0.12574065485750907,-0.6909824889160869
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-174.56316590563168,-0.06365220550775617,0.00494381046924773,0.2209704197357496,0.010923295275460987,0.5761295025636715
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-162.09436834094367,-0.059105619400059296,0.00494381046924773,0.21137916635962029,-0.013319221592382746,0.8113607789439271
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,-149.62557077625573,-0.054559033292362426,0.00494381046924773,0.1471802393825783,0.003023286847565032,0.6031361053464567
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,149.62557077625573,0.054559033292362426,0.00494381046924773,0.6405515619371727,0.07098883223625307,0.5602804612092543
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,162.09436834094367,0.059105619400059296,0.00494381046924773,0.2853053723265475,-0.05779870137303078,0.8484629727951825
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,174.56316590563168,0.06365220550775617,0.00494381046924773,-0.2164036582121298,-0.019486521124463252,-0.4169727030143148
smooth,coherent_ab,bg_01_clean,short_14p6m,10.0,187.03196347031965,0.06819879161545304,0.00494381046924773,-0.11181373200861344,-0.0006267196596922986,-1.1844675392440565
