baseline_id,baseline_length_m,baseline_class,lst_stratum,lst_bin_id,lst_start,lst_end,beam_model,morphology,flux_jy,multiplicity,injection_mode,n_sat_visible,n_sat_ranked_visible,n_injected,selected_norad_ids,selected_peak_alts_deg,flag_fraction,pre_risk_score,metadata_beam_weighted_sat_exposure,metadata_n_sat_visible_center,metadata_n_sat_visible_any_bin,metadata_n_sat_visible_peak_bin,metadata_n_sat_peak_visible,metadata_beam_weighted_sat_exposure_center,metadata_beam_weighted_sat_exposure_bin_mean,metadata_max_sat_beam_response_center,metadata_max_sat_beam_response_bin,metadata_pre_risk_score_bin,metadata_null_mad_win_proxy,sat_peak_abs_jy_sum,sat_peak_abs_jy_max,sat_mean_abs_jy_sum,zero_coupling,seed,n_null,Z_PS_max,Z_PS_abs_integrated,PTE_global_max,PTE_global_absint,obs_max_bias,obs_abs_integrated,null_max_bias_p50,null_max_bias_p95,null_max_bias_p99,null_abs_integrated_p50,null_abs_integrated_p95,null_abs_integrated_p99,null_mad_win,Z_PS_bin_max,Z_PS_bin_p95,window_abs_bias_sum,window_signed_bias_sum,window_bg_abs_sum,relative_abs_bias,n_window_bins,kperp,kpar_min_window,kpar_max_window,tau_ns_min_window,tau_ns_max_window,null_global_stats_path,z_eff,X_mpc,Y_mpc_per_hz,nu_eff_hz,PS_gt_2,PS_gt_3,flag_exploratory,candidate_statistical,candidate_floor_1em08,candidate_floor_1em07,candidate_floor_1em06,candidate_floor_1em05,candidate_floor_1em04,candidate_floor_1em03,candidate_floor_1em02,candidate_floor_1em01
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,smooth,10.0,single,coherent_ab,2,19,1,45651,84.983,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,0.22432511333850047,0.22432511333850047,0.0017046769488410028,False,20260622,100,0.5804031272919676,0.19122943378807392,0.2376237623762376,0.4158415841584158,293.6696095429361,10340.798986836502,267.93651279993355,326.8629609826952,327.64860306955876,10141.923064941013,10972.621820875394,10983.2980721068,29.90462171845138,1.185746037272081,1.0809033215192594,10340.798986836502,-888.4910518436822,3315845847.160797,3.1186006417309303e-06,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\coverage_null_global_stats_fourflux\0_1_lst017_quiet_frozen_polybeam_smooth_S10_single.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,smooth,10.0,multi,coherent_ab,2,19,12,45651;46168;58428;58428;57787;57787;55657;54377;54377;54377;54377;51856,84.983;83.229;81.222;81.222;77.601;77.601;77.599;74.834;74.834;74.834;74.834;72.547,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,1.7837102331671122,0.9414932571408989,0.00587733770953798,False,20260639,100,-0.1386859612961366,-0.2823900777943811,0.5643564356435643,0.5841584158415841,1165.6641314700246,38636.4356169504,1241.0394057203084,2167.8907127304,2477.9986273591235,42829.413671505936,63224.20689328852,71236.6921294806,366.58307372778654,2.6045277064147334,1.4888515952085473,38636.4356169504,-3979.381920337146,3315845847.160797,1.1652060257877479e-05,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\coverage_null_global_stats_fourflux\0_1_lst017_quiet_frozen_polybeam_smooth_S10_multi.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,smooth,30.0,single,coherent_ab,2,19,1,45651,84.983,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,0.6729753400155015,0.6729753400155015,0.005114030846523009,False,20260656,100,0.5294217530734601,-0.044374736577902175,0.32673267326732675,0.5148514851485149,882.2668473049998,31021.66595911915,827.6426232792437,972.3399012688548,983.4010081666707,31130.757754418817,32941.982257259355,32959.04683450026,69.59202967211604,1.0993138353043415,1.0244599598613986,31021.66595911915,-2628.709662487169,3315845847.160797,9.355581468204121e-06,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\coverage_null_global_stats_fourflux\0_1_lst017_quiet_frozen_polybeam_smooth_S30_single.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,smooth,30.0,multi,coherent_ab,2,19,12,45651;46168;58428;58428;57787;57787;55657;54377;54377;54377;54377;51856,84.983;83.229;81.222;81.222;77.601;77.601;77.599;74.834;74.834;74.834;74.834;72.547,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,5.351130699501337,2.8244797714226975,0.017632013128613944,False,20260673,100,0.11298048004953179,-0.17965081955753376,0.45544554455445546,0.5841584158415841,3498.6360092684627,115906.51548062928,3310.233315564692,6300.935023751482,7511.017011913287,123059.82199852203,182298.97408711378,203824.3731651546,1124.7595682721585,2.7801275654624233,1.6081185228659358,115906.51548062928,-11885.996384995371,3315845847.160797,3.495533894613182e-05,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\coverage_null_global_stats_fourflux\0_1_lst017_quiet_frozen_polybeam_smooth_S30_multi.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,smooth,300.0,single,coherent_ab,2,19,1,45651,84.983,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,6.729753400155015,6.729753400155015,0.05114030846523008,False,20260690,100,0.9671914775052423,0.6337012582869338,0.12871287128712872,0.37623762376237624,8992.500994861126,310130.09389526135,7817.016355514526,9038.308426497131,9780.249009113908,294802.12529578304,329212.5360029367,329509.72790572135,819.7482562512159,0.9522327139705471,0.8649184719277146,310130.09389526135,-21324.025081118823,3315845847.160797,9.352970801124882e-05,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\coverage_null_global_stats_fourflux\0_1_lst017_quiet_frozen_polybeam_smooth_S300_single.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,smooth,300.0,multi,coherent_ab,2,19,12,45651;46168;58428;58428;57787;57787;55657;54377;54377;54377;54377;51856,84.983;83.229;81.222;81.222;77.601;77.601;77.599;74.834;74.834;74.834;74.834;72.547,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,53.511306995013385,28.24479771422697,0.1763201312861394,False,20260707,100,0.08890579431088332,-0.3537689391275983,0.4752475247524752,0.6633663366336634,35208.248104810715,1158696.1435132315,33843.07680819929,68724.69173860065,82549.29557684685,1313875.5770073908,1957537.6125070183,2261411.87692845,10356.978775165975,2.7535316046432463,1.479969880920715,1158696.1435132315,-111819.79810990355,3315845847.160797,0.0003494421022332412,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\coverage_null_global_stats_fourflux\0_1_lst017_quiet_frozen_polybeam_smooth_S300_multi.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,smooth,1000.0,single,coherent_ab,2,19,1,45651,84.983,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,22.43251133385005,22.43251133385005,0.1704676948841003,False,20260724,100,0.8108066414141502,0.2804416731184683,0.13861386138613863,0.42574257425742573,31442.691776867956,1033339.2025277999,27962.29431298189,33364.85782933086,33456.85513612926,1009492.1517724753,1094536.6314482368,1102620.587849593,2895.2598668932915,1.0576184110500908,1.0190616958144807,1033339.2025277999,-28189.341871663688,3315845847.160797,0.0003116366834159675,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\coverage_null_global_stats_fourflux\0_1_lst017_quiet_frozen_polybeam_smooth_S1000_single.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,smooth,1000.0,multi,coherent_ab,2,19,12,45651;46168;58428;58428;57787;57787;55657;54377;54377;54377;54377;51856,84.983;83.229;81.222;81.222;77.601;77.601;77.599;74.834;74.834;74.834;74.834;72.547,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,178.37102331671124,94.1493257140899,0.5877337709537982,False,20260741,100,0.08133699787092309,-0.27320093762102876,0.4752475247524752,0.6138613861386139,119278.37773724645,3859399.4656546954,114771.2797263246,260464.94701422116,280116.09388344083,4241104.081563031,6954251.623812995,7187349.935853171,37375.31553901732,2.5821425478340494,1.4490422821417275,3859399.4656546954,-311891.7218803199,3315845847.160797,0.0011639260820762575,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\coverage_null_global_stats_fourflux\0_1_lst017_quiet_frozen_polybeam_smooth_S1000_multi.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,lines,10.0,single,coherent_ab,2,19,1,45651,84.983,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,0.224325013813732,0.224325013813732,0.0017066894010083526,False,20260758,100,0.5682133940067818,0.1723914546077464,0.26732673267326734,0.38613861386138615,294.3830831050873,10338.855431825832,272.94764722138643,323.0941388465464,324.9829427908361,10173.884606658488,10982.439357907937,10986.879754342892,25.4446719866246,0.8035649394842114,0.7816881294813793,10338.855431825832,-890.1495453419473,3315845847.160797,3.118014500185076e-06,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\coverage_null_global_stats_fourflux\0_1_lst017_quiet_frozen_polybeam_lines_S10_single.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
0_1,14.60794900739243,short,quiet,17,2461041.6180555555,2461041.624878509,frozen_polybeam,lines,10.0,multi,coherent_ab,2,19,12,45651;46168;58428;58428;57787;57787;55657;54377;54377;54377;54377;51856,84.983;83.229;81.222;81.222;77.601;77.601;77.599;74.834;74.834;74.834;74.834;72.547,0.1657111055107527,6.108540873789748e-10,0.0684687078802128,0,2,2,2,0.0,0.0684687078802128,0.0,0.2805166207424566,6.108540873789748e-10,112086845.77031374,1.7836876913990949,0.9414735958506124,0.005884168457947767,False,20260775,100,0.08306046325091412,-0.2905676779147758,0.49504950495049505,0.6039603960396039,1168.5739047676325,38634.35331841771,1121.4760359041393,2088.543893413618,2668.059370257185,42801.33809282936,63656.63541215383,69323.53363970759,382.4572618082166,2.9257786620923887,1.9332993355766501,38634.35331841771,-3977.479727578622,3315845847.160797,1.1651432273758591e-05,1481,0.004558137949787341,-1.445965571882522,1.4440828042107998,-4095.9999999999995,4090.666666666666,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\paper_final_experiment_check\coverage_null_global_stats_fourflux\0_1_lst017_quiet_frozen_polybeam_lines_S10_multi.npz,9.10175923472585,9444.443085672718,1.7798436919007438e-05,140609741.2109375,False,False,False,False,False,False,False,False,False,False,False,False
