case_id,old_row_index,baseline_id,baseline_length_m,lst_stratum,lst_bin_id,beam_model,morphology,flux_jy,multiplicity,N_null,Z_PS_max_old,Z_PS_max_new,PTE_global_max_old,PTE_global_max_new,PTE_global_absint_old,PTE_global_absint_new,relative_abs_bias,window_abs_bias_sum,window_bg_abs_sum,null_mad_win,n_null_exceed_max,n_null_exceed_absint,selection_mode,n_seed_cases_before_pair_expansion,intrinsic_phase_mode,intrinsic_phase_seed,intrinsic_phases_rad,retained_PTE001,retained_PTE005,retained_absint_001,retained_absint_003,retained_physical_floor_1e3,retained_physical_floor_1e2,retained_absint_floor_1e3,retained_absint_floor_1e2
157_146_lst046_typical_frozen_polybeam_khz_comb_S10_multi,47,157_146,140.36979839670377,typical,46,frozen_polybeam,khz_comb,10.0,multi,1000,2.4803115981341515,2.4870243022052274,0.0495049504950495,0.025974025974025976,0.0198019801980198,0.015984015984015984,0.0019661377002237793,7700.791326490838,3916710.068483179,6.969586193763007,25,15,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,True,False,False,False,False
157_146_lst046_typical_frozen_polybeam_khz_comb_S30_multi,48,157_146,140.36979839670377,typical,46,frozen_polybeam,khz_comb,30.0,multi,1000,2.4116156477834725,2.2825828614383745,0.0198019801980198,0.03496503496503497,0.0198019801980198,0.017982017982017984,0.005937286671206611,23254.630484585912,3916710.068483179,21.14667467287819,34,17,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,True,False,False,False,False
157_146_lst046_typical_frozen_polybeam_khz_comb_S300_multi,49,157_146,140.36979839670377,typical,46,frozen_polybeam,khz_comb,300.0,multi,1000,2.5891375204163136,2.696230449356101,0.0297029702970297,0.013986013986013986,0.0099009900990099,0.013986013986013986,0.08807701705290588,344972.13949308114,3916710.068483179,144.11894903154143,13,13,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,True,False,False,False,False
157_146_lst046_typical_frozen_polybeam_khz_comb_S1000_multi,50,157_146,140.36979839670377,typical,46,frozen_polybeam,khz_comb,1000.0,multi,1000,2.630448369452353,2.9905209477227235,0.0099009900990099,0.011988011988011988,0.0396039603960396,0.012987012987012988,0.7552749153021572,2958192.865236739,3916710.068483179,366.4758968242154,11,12,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,True,False,False,False,False
157_146_lst046_typical_full_polybeam_smooth_S30_multi,51,157_146,140.36979839670377,typical,46,full_polybeam,smooth,30.0,multi,1000,2.98910191092545,2.544234835969534,0.0198019801980198,0.04095904095904096,0.0198019801980198,0.004995004995004995,0.007796318146435539,30535.91778124219,3916710.068483179,28.121846561066377,40,4,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,True,True,False,False,True,False
157_146_lst046_typical_full_polybeam_smooth_S300_multi,52,157_146,140.36979839670377,typical,46,full_polybeam,smooth,300.0,multi,1000,1.9493790234214945,2.0540989967680052,0.0594059405940594,0.057942057942057944,0.0297029702970297,0.007992007992007992,0.15399895357376178,603169.2519982264,3916710.068483179,163.04146803071444,57,7,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,False,True,True,False,False,True,True
157_146_lst046_typical_full_polybeam_lines_S30_multi,53,157_146,140.36979839670377,typical,46,full_polybeam,lines,30.0,multi,1000,2.7692925113310003,2.53467452095962,0.0396039603960396,0.029970029970029972,0.0099009900990099,0.001998001998001998,0.007795728439068458,30533.608068460086,3916710.068483179,28.88824875096634,29,1,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,True,True,False,False,True,False
157_146_lst046_typical_full_polybeam_khz_comb_S10_multi,54,157_146,140.36979839670377,typical,46,full_polybeam,khz_comb,10.0,multi,1000,2.4919948519934465,2.44811989642013,0.0297029702970297,0.023976023976023976,0.0099009900990099,0.003996003996003996,0.002275940375650371,8914.198584577196,3916710.068483179,9.581740322507358,23,3,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,True,True,False,False,True,False
157_146_lst046_typical_full_polybeam_khz_comb_S30_multi,55,157_146,140.36979839670377,typical,46,full_polybeam,khz_comb,30.0,multi,1000,3.394778297442202,2.6720580615170793,0.0396039603960396,0.030969030969030968,0.0198019801980198,0.002997002997002997,0.006933914806420337,27158.133936311126,3916710.068483179,26.53033199263882,30,2,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,True,True,False,False,True,False
157_146_lst046_typical_full_polybeam_khz_comb_S300_multi,56,157_146,140.36979839670377,typical,46,full_polybeam,khz_comb,300.0,multi,1000,2.7388523192657592,2.939141256127,0.0495049504950495,0.03296703296703297,0.0099009900990099,0.006993006993006993,0.122103402024234,478243.6241043667,3916710.068483179,146.77899566761926,32,6,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,True,True,False,False,True,True
157_146_lst046_typical_full_polybeam_khz_comb_S1000_multi,57,157_146,140.36979839670377,typical,46,full_polybeam,khz_comb,1000.0,multi,1000,0.2412082817069492,0.3356035911724252,0.4158415841584158,0.3906093906093906,0.0099009900990099,0.004995004995004995,1.1222496716981112,4395526.588491934,3916710.068483179,325.4243579601871,390,4,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,False,True,True,False,False,True,True
159_76_lst000_stress_frozen_polybeam_smooth_S30_multi,58,159_76,156.200250406372,stress,0,frozen_polybeam,smooth,30.0,multi,1000,1.897089052641672,1.6992702091305913,0.0297029702970297,0.025974025974025976,0.0495049504950495,0.026973026973026972,0.0014019182148289424,15716.069027670987,11210403.618008923,17.441964699011805,25,26,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,True,False,False,False,False
159_76_lst000_stress_frozen_polybeam_lines_S30_multi,59,159_76,156.200250406372,stress,0,frozen_polybeam,lines,30.0,multi,1000,1.5828282920258203,1.6615356417336664,0.0297029702970297,0.022977022977022976,0.0495049504950495,0.025974025974025976,0.0014017776177569804,15714.492877746783,11210403.618008923,17.978809469430416,22,25,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,True,False,False,False,False
159_76_lst000_stress_full_polybeam_smooth_S30_multi,60,159_76,156.200250406372,stress,0,full_polybeam,smooth,30.0,multi,1000,1.2526261522460032,1.0166183124134969,0.1188118811881188,0.12187812187812187,0.0396039603960396,0.054945054945054944,0.0018182812030847477,20383.666177618874,11210403.618008923,22.043413562680144,121,54,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,False,False,False,False,False,False,False
159_76_lst000_stress_full_polybeam_lines_S30_multi,61,159_76,156.200250406372,stress,0,full_polybeam,lines,30.0,multi,1000,1.090326212238778,0.9671007153250812,0.1287128712871287,0.14485514485514486,0.0495049504950495,0.053946053946053944,0.0018179054372420057,20379.453690855873,11210403.618008923,22.294619560245337,144,53,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,False,False,False,False,False,False,False
23_80_lst000_stress_frozen_polybeam_smooth_S300_multi,62,23_80,207.2758462936688,stress,0,frozen_polybeam,smooth,300.0,multi,1000,1.552690018708715,1.6065006990598263,0.0198019801980198,0.013986013986013986,0.0099009900990099,0.014985014985014986,0.00869960924532356,75655.81412456799,8696461.184763726,93.88163353148457,13,14,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,True,False,False,False,False
23_80_lst000_stress_frozen_polybeam_smooth_S1000_multi,63,23_80,207.2758462936688,stress,0,frozen_polybeam,smooth,1000.0,multi,1000,1.6131174256792156,1.557333588979749,0.0297029702970297,0.02197802197802198,0.0594059405940594,0.03296703296703297,0.02875392180858839,250057.36491812012,8696461.184763726,317.9847514055864,21,32,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,False,False,False,False,False
23_80_lst000_stress_frozen_polybeam_lines_S30_multi,64,23_80,207.2758462936688,stress,0,frozen_polybeam,lines,30.0,multi,1000,1.541187437245903,1.6341677000990877,0.0099009900990099,0.00999000999000999,0.0099009900990099,0.01998001998001998,0.0008724660528909529,7587.367163990188,8696461.184763726,9.504652366558659,9,19,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,True,True,False,True,False,False,False,False
23_80_lst000_stress_frozen_polybeam_lines_S300_multi,65,23_80,207.2758462936688,stress,0,frozen_polybeam,lines,300.0,multi,1000,1.6915316873476798,1.6009373989453761,0.0198019801980198,0.00999000999000999,0.0396039603960396,0.025974025974025976,0.008687661631679531,75551.91216626213,8696461.184763726,96.2321879882893,9,25,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,True,True,False,True,True,False,False,False
23_80_lst000_stress_frozen_polybeam_lines_S1000_multi,66,23_80,207.2758462936688,stress,0,frozen_polybeam,lines,1000.0,multi,1000,1.464951474822573,1.634282455340838,0.0297029702970297,0.02097902097902098,0.0495049504950495,0.03596403596403597,0.028714029100418426,249710.43952996493,8696461.184763726,295.51757225045446,20,35,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,False,False,False,False,False
23_80_lst000_stress_frozen_polybeam_khz_comb_S300_multi,67,23_80,207.2758462936688,stress,0,frozen_polybeam,khz_comb,300.0,multi,1000,2.168157512250204,1.585882394199673,0.0198019801980198,0.014985014985014986,0.0099009900990099,0.026973026973026972,0.007773002521545981,67597.61471769519,8696461.184763726,78.28534592513779,14,26,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,True,False,False,False,False
23_80_lst000_stress_full_polybeam_smooth_S300_multi,68,23_80,207.2758462936688,stress,0,full_polybeam,smooth,300.0,multi,1000,1.6807738768404057,1.4057459405787476,0.0594059405940594,0.04595404595404595,0.0297029702970297,0.026973026973026972,0.010507579068591778,91378.75351584418,8696461.184763726,93.49128565108003,45,26,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,True,False,False,False,False
23_80_lst000_stress_full_polybeam_smooth_S1000_multi,69,23_80,207.2758462936688,stress,0,full_polybeam,smooth,1000.0,multi,1000,1.207564959330675,1.2214552123945863,0.0693069306930693,0.08191808191808192,0.0594059405940594,0.04195804195804196,0.034686555037455886,301650.2795164058,8696461.184763726,304.24525141691174,81,41,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,False,False,False,False,False,False,False
23_80_lst000_stress_full_polybeam_lines_S30_multi,70,23_80,207.2758462936688,stress,0,full_polybeam,lines,30.0,multi,1000,1.6028794744817696,1.3852900006348876,0.0297029702970297,0.03496503496503497,0.0099009900990099,0.01098901098901099,0.0010611049872133423,9227.858334260041,8696461.184763726,9.994212084009106,34,10,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,True,False,False,False,False
23_80_lst000_stress_full_polybeam_lines_S300_multi,71,23_80,207.2758462936688,stress,0,full_polybeam,lines,300.0,multi,1000,1.5129608044129796,1.4295761255510824,0.0495049504950495,0.04895104895104895,0.0099009900990099,0.01898101898101898,0.010499426168776457,91307.85213905698,8696461.184763726,92.99380728083634,48,18,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,True,False,False,False,False
23_80_lst000_stress_full_polybeam_lines_S1000_multi,72,23_80,207.2758462936688,stress,0,full_polybeam,lines,1000.0,multi,1000,1.2883210374720502,1.2186917848487433,0.0693069306930693,0.09090909090909091,0.0198019801980198,0.027972027972027972,0.03464562653662394,301294.3463975702,8696461.184763726,307.58502186866826,90,27,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,False,False,True,False,False,False,False
23_80_lst000_stress_full_polybeam_khz_comb_S300_multi,73,23_80,207.2758462936688,stress,0,full_polybeam,khz_comb,300.0,multi,1000,1.4025674177066496,1.4219859977772238,0.0693069306930693,0.053946053946053944,0.0495049504950495,0.017982017982017984,0.009106267359501164,79192.30062998274,8696461.184763726,77.87011267259822,53,17,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,False,False,True,False,False,False,False
4_196_lst053_typical_frozen_polybeam_khz_comb_S1000_multi,74,4_196,190.65540049004915,typical,53,frozen_polybeam,khz_comb,1000.0,multi,1000,0.4731740564923247,0.5586801249092196,0.3564356435643564,0.3146853146853147,0.0297029702970297,0.028971028971028972,3.4911002712287327,14248952.295571564,4081507.6017729165,592.6812246679456,314,28,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,False,False,True,False,False,False,False
4_196_lst053_typical_full_polybeam_khz_comb_S1000_multi,75,4_196,190.65540049004915,typical,53,full_polybeam,khz_comb,1000.0,multi,1000,1.6920654630008634,1.310401817104947,0.0297029702970297,0.0939060939060939,0.0198019801980198,0.014985014985014986,3.11935661084168,12731677.719790919,4081507.6017729165,2381.2342858427237,93,14,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,False,False,True,False,False,False,False
4_196_lst000_stress_frozen_polybeam_khz_comb_S1000_single,76,4_196,190.65540049004915,stress,0,frozen_polybeam,khz_comb,1000.0,single,1000,0.93961477929307,1.0114879936102934,0.0198019801980198,0.023976023976023976,0.5643564356435643,0.5844155844155844,0.009566105989235563,72125.80021307398,7539724.135843243,36.66813043529328,23,584,local,60,none,,0.00000000,False,True,False,False,False,False,False,False
4_196_lst000_stress_full_polybeam_khz_comb_S1000_single,77,4_196,190.65540049004915,stress,0,full_polybeam,khz_comb,1000.0,single,1000,1.4641056252653353,1.1199314470719173,0.0297029702970297,0.012987012987012988,0.594059405940594,0.5334665334665335,0.011210682569399397,84525.45394777779,7539724.135843243,49.88681408708726,12,533,local,60,none,,0.00000000,False,True,False,False,False,False,False,False
82_0_lst018_typical_frozen_polybeam_smooth_S300_multi,78,82_0,81.33403506806889,typical,18,frozen_polybeam,smooth,300.0,multi,1000,3.407243152420257,3.0655642887118306,0.0297029702970297,0.01098901098901099,0.0099009900990099,0.000999000999000999,0.007898137284825113,55307.14365010987,7002555.369146705,74.50879026930124,10,0,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,True,True,False,False,True,False
82_0_lst018_typical_frozen_polybeam_smooth_S1000_multi,79,82_0,81.33403506806889,typical,18,frozen_polybeam,smooth,1000.0,multi,1000,2.796645766033516,3.224397141035933,0.0198019801980198,0.011988011988011988,0.0099009900990099,0.001998001998001998,0.026337539632766763,184430.07956554502,7002555.369146705,238.54551987827836,11,1,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,True,True,False,False,True,True
82_0_lst018_typical_frozen_polybeam_lines_S300_multi,80,82_0,81.33403506806889,typical,18,frozen_polybeam,lines,300.0,multi,1000,2.9085919618823333,2.8779492395352446,0.0198019801980198,0.012987012987012988,0.0099009900990099,0.001998001998001998,0.007905281506666287,55357.17145912216,7002555.369146705,77.10234366552322,12,1,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,True,True,False,False,True,False
82_0_lst018_typical_frozen_polybeam_lines_S1000_multi,81,82_0,81.33403506806889,typical,18,frozen_polybeam,lines,1000.0,multi,1000,3.03750061120294,3.0277111165754675,0.0297029702970297,0.013986013986013986,0.0198019801980198,0.002997002997002997,0.026365133871032426,184623.30974686975,7002555.369146705,258.12471922732493,13,2,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,True,True,False,False,True,True
82_0_lst018_typical_frozen_polybeam_khz_comb_S300_multi,82,82_0,81.33403506806889,typical,18,frozen_polybeam,khz_comb,300.0,multi,1000,2.9424279446981787,3.428212116290202,0.0198019801980198,0.007992007992007992,0.0099009900990099,0.000999000999000999,0.008041185710096625,56308.84816854288,7002555.369146705,83.96508970285777,7,0,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,True,True,True,True,True,False,True,False
82_0_lst018_typical_frozen_polybeam_khz_comb_S1000_multi,83,82_0,81.33403506806889,typical,18,frozen_polybeam,khz_comb,1000.0,multi,1000,3.4902527711455886,3.2932841148566965,0.0396039603960396,0.006993006993006993,0.0099009900990099,0.000999000999000999,0.026818709896426596,187799.50097880993,7002555.369146705,304.69041460803055,6,0,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,True,True,True,True,True,True,True,True
82_0_lst018_typical_full_polybeam_smooth_S300_multi,84,82_0,81.33403506806889,typical,18,full_polybeam,smooth,300.0,multi,1000,1.655313703404175,1.6441972740213486,0.0792079207920792,0.07992007992007992,0.2475247524752475,0.20279720279720279,0.007749611061047568,54267.08054433734,7002555.369146705,104.53738645877092,79,202,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,False,False,False,False,False,False,False
82_0_lst018_typical_full_polybeam_smooth_S1000_multi,85,82_0,81.33403506806889,typical,18,full_polybeam,smooth,1000.0,multi,1000,1.7130333266226685,1.8928444992992226,0.099009900990099,0.057942057942057944,0.2079207920792079,0.15284715284715283,0.026196204726831655,183440.37406114128,7002555.369146705,335.49148045392394,57,152,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,False,False,False,False,False,False,False
82_0_lst018_typical_full_polybeam_lines_S300_multi,86,82_0,81.33403506806889,typical,18,full_polybeam,lines,300.0,multi,1000,1.5727005703634591,1.6756180058542387,0.0594059405940594,0.07492507492507493,0.2376237623762376,0.18281718281718282,0.007747737128167423,54253.95822558606,7002555.369146705,102.94435080745461,74,182,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,False,False,False,False,False,False,False
82_0_lst018_typical_full_polybeam_lines_S1000_multi,87,82_0,81.33403506806889,typical,18,full_polybeam,lines,1000.0,multi,1000,2.127097084901553,1.8521260511072095,0.0693069306930693,0.06693306693306693,0.198019801980198,0.14385614385614387,0.026200724200305538,183472.02192438155,7002555.369146705,337.4329568995727,66,143,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,False,False,False,False,False,False,False
82_0_lst018_typical_full_polybeam_khz_comb_S300_multi,88,82_0,81.33403506806889,typical,18,full_polybeam,khz_comb,300.0,multi,1000,2.5150153972460827,2.514396526921969,0.0297029702970297,0.01998001998001998,0.099009900990099,0.1068931068931069,0.007337825720607377,51383.530897701974,7002555.369146705,92.69840346909405,19,106,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,False,False,False,False,False
82_0_lst018_typical_full_polybeam_khz_comb_S1000_multi,89,82_0,81.33403506806889,typical,18,full_polybeam,khz_comb,1000.0,multi,1000,2.509197052640739,2.446757625905302,0.0297029702970297,0.011988011988011988,0.1386138613861386,0.11288711288711288,0.024656801558246212,172660.61813768186,7002555.369146705,330.7548289076549,11,112,local,60,none,,0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000;0.00000000,False,True,False,False,False,False,False,False
