case_id,background_index,background_id,source_uvh5,lst_stratum,lst_bin_id,native_baseline_id,baseline_id,baseline_length_m,beam_model,beam_description,morphology,s_ref_jy,height_km,az_transit_deg,za_peak_deg,n_null,pte_global_max,pte_global_absint,relative_abs_bias,z_ps_max,window_abs_bias_sum,window_bg_abs_sum,n_null_exceed_max,n_null_exceed_absint,strict_local_physical_1e3,strict_absint_physical_1e3,physical_1e2,window_bins,peak_abs_jy,mean_abs_jy,tau_min_ns,tau_max_ns,attenuation_median,attenuation_max,seed
za5_bg2_b207.3_full_polybeam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,5.0,100,0.5544554455445545,0.39603960396039606,0.31978077532896815,-0.2918663765718343,599004.292669034,1873171.6816085025,55,39,False,False,True,1239,114.30154611036055,2.16889331136441,-181.9882906279464,-60.33840796895737,0.583409466230329,0.9996129535655325,20260826
za5_bg2_b207.3_unity_beam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,5.0,100,0.45544554455445546,0.5445544554455446,4.2173059056178985,0.2906190365736925,7899737.995083747,1873171.6816085025,45,54,False,False,True,1239,297.10906441157914,13.271246931502368,-181.9882906279464,-60.33840796895737,0.583409466230329,0.9996129535655325,20260827
za15_bg2_b207.3_full_polybeam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,15.0,100,0.693069306930693,0.9702970297029703,0.023352408552271484,-1.0714570424848384,43743.07039746715,1873171.6816085025,69,97,False,False,True,1239,9.95709267443501,0.1949578304322047,-241.67862200211988,-178.9896147465995,0.8889419709759669,0.9991873169903184,20260828
za15_bg2_b207.3_unity_beam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,15.0,100,0.0891089108910891,0.15841584158415842,6.59373024762919,0.7554328652373058,12351188.776024418,1873171.6816085025,8,15,False,False,True,1239,279.6282468769803,19.61778631336377,-241.67862200211988,-178.9896147465995,0.8889419709759669,0.9991873169903184,20260829
za30_bg2_b207.3_full_polybeam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,30.0,100,0.5841584158415841,0.19801980198019803,0.004328099752906645,-0.1490534795992963,8107.273892321485,1873171.6816085025,58,19,False,False,False,1239,0.6226781409046,0.037688988854052134,-369.0466436024279,-345.7465298755053,0.9818678348233563,0.997069344836107,20260830
za30_bg2_b207.3_unity_beam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,30.0,100,0.38613861386138615,0.16831683168316833,26.780241780932077,0.41836194748656985,50163990.530670814,1873171.6816085025,38,16,False,False,True,1239,224.33215668587846,18.20459307697207,-369.0466436024279,-345.7465298755053,0.9818678348233563,0.997069344836107,20260831
za45_bg2_b207.3_full_polybeam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,45.0,100,0.44554455445544555,0.4158415841584158,0.0018780242218882995,0.12058843364080638,3517.8617898160055,1873171.6816085025,44,41,False,False,False,1239,0.4918283959624169,0.01954652515907267,-491.9211136062457,-488.95027213917825,0.9938470799900981,0.9941502011676894,20260832
za45_bg2_b207.3_unity_beam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,45.0,100,0.801980198019802,0.26732673267326734,19.08845164939625,-0.9088991926373853,35755947.07540217,1873171.6816085025,80,26,False,False,True,1239,149.1189605230051,12.34646143089358,-491.9211136062457,-488.95027213917825,0.9938470799900981,0.9941502011676894,20260833
za60_bg2_b207.3_full_polybeam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,60.0,100,0.7623762376237624,0.6336633663366337,0.0004703420533379967,-0.4832148223784295,881.0314149823312,1873171.6816085025,76,63,False,False,False,1239,0.09680749973614455,0.0036903819775897084,-598.8353588157037,-588.8938186254028,0.9889344239458431,0.9912329069435871,20260834
za60_bg2_b207.3_unity_beam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,60.0,100,0.5247524752475248,0.6336633663366337,5.502722785196273,-0.026195966454739754,10307544.492971525,1873171.6816085025,52,63,False,False,True,1239,74.34005683244403,6.073622241675994,-598.8353588157037,-588.8938186254028,0.9889344239458431,0.9912329069435871,20260835
za70_bg2_b207.3_full_polybeam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,70.0,100,0.7326732673267327,0.8910891089108911,0.00010782831720330727,-0.5289548212603512,201.9809502607341,1873171.6816085025,73,89,False,False,False,1239,0.015447499359400367,0.000941513905921551,-649.7729194359825,-633.730143736964,0.9834485835667806,0.9896822261099308,20260836
za70_bg2_b207.3_unity_beam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,70.0,100,0.37623762376237624,0.6435643564356436,1.3247763699991053,0.42544141751337944,2481533.580746432,1873171.6816085025,37,64,False,False,True,1239,34.72961280156637,2.777674342926623,-649.7729194359825,-633.730143736964,0.9834485835667806,0.9896822261099308,20260837
za78_bg2_b207.3_full_polybeam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,78.0,100,0.33663366336633666,0.06930693069306931,4.19442652249923e-05,0.37035198113208195,78.56880982533187,1873171.6816085025,33,6,False,False,False,1239,0.0066028068171607905,0.00026724465460171407,-676.3626513161888,-656.581608205057,0.9792441592357561,0.9888229213618375,20260838
za78_bg2_b207.3_unity_beam,2,159_76_lst044,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.159_76.sum.uvh5,typical,44,159_76,synthetic_EW_207.3m,207.3,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,78.0,100,0.25742574257425743,0.37623762376237624,0.19124906539273798,2.7341739926437594,358242.3334277695,1873171.6816085025,25,37,False,False,True,1239,12.822304876746077,0.9910561351361269,-676.3626513161888,-656.581608205057,0.9792441592357561,0.9888229213618375,20260839
za5_bg3_b14.6_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,5.0,100,0.7722772277227723,0.7722772277227723,0.5343614268592557,-0.8897951498328576,10099757.809002355,18900611.64849481,77,77,False,False,True,1481,114.52657796731096,2.9861348551943094,-12.817313476391787,-4.2495936886838654,0.9976125789245568,0.9999980798628605,20260840
za5_bg3_b14.6_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,5.0,100,0.6039603960396039,0.7524752475247525,18.637666571469083,-0.284162487249962,352263297.9014709,18900611.64849481,60,75,False,False,True,1481,297.712654300618,24.74498228875256,-12.817313476391787,-4.2495936886838654,0.9976125789245568,0.9999980798628605,20260841
za15_bg3_b14.6_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,15.0,100,0.297029702970297,0.38613861386138615,0.029989772048101295,0.19236331365081455,566825.0349080474,18900611.64849481,29,38,False,False,True,1481,9.966593648257316,0.2127861018296005,-17.021263525630758,-12.60611874327281,0.9994295904743709,0.9999959678349991,20260842
za15_bg3_b14.6_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,15.0,100,0.6039603960396039,0.9207920792079208,16.715803542640014,-0.2100174046485031,315938911.15197265,18900611.64849481,60,92,False,False,True,1481,279.89719263892624,23.300290091343292,-17.021263525630758,-12.60611874327281,0.9994295904743709,0.9999959678349991,20260843
za30_bg3_b14.6_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,30.0,100,0.43564356435643564,0.6237623762376238,0.003698098489154743,0.2547961276512898,69896.3233813992,18900611.64849481,43,62,False,False,False,1481,0.6245196017377551,0.03875264019674674,-25.9917078816698,-24.350696509126234,0.9999094784331907,0.9999854503463576,20260844
za30_bg3_b14.6_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,30.0,100,0.21782178217821782,0.594059405940594,11.013079345835466,1.2990710037682727,208153935.7696954,18900611.64849481,21,59,False,False,True,1481,224.99213723678878,18.70844484095853,-25.9917078816698,-24.350696509126234,0.9999094784331907,0.9999854503463576,20260845
za45_bg3_b14.6_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,45.0,100,0.8118811881188119,0.36633663366336633,0.002153064266653768,-0.6285250615815451,40694.23155827414,18900611.64849481,81,36,False,False,False,1481,0.49470827157386393,0.019666599328191058,-34.64567432382269,-34.436439965313184,0.9999694204232057,0.9999709324917561,20260846
za45_bg3_b14.6_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,45.0,100,0.10891089108910891,0.6435643564356436,4.69442117677302,0.7204546489483221,88727431.57665686,18900611.64849481,10,64,False,False,True,1481,149.99212177776974,12.423588521144255,-34.64567432382269,-34.436439965313184,0.9999694204232057,0.9999709324917561,20260847
za60_bg3_b14.6_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,60.0,100,0.2376237623762376,0.7722772277227723,0.0003662922003622115,0.6536592246282726,6923.14662891881,18900611.64849481,23,77,False,False,False,1481,0.09765964970108867,0.003736592588697207,-42.1755728338931,-41.47539682245902,0.9999448875938651,0.9999563983982862,20260848
za60_bg3_b14.6_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,60.0,100,0.7821782178217822,0.9801980198019802,1.2151691285407664,-0.6037612487314533,22967439.785788897,18900611.64849481,78,98,False,False,True,1481,74.99444434925782,6.156082799488604,-42.1755728338931,-41.47539682245902,0.9999448875938651,0.9999563983982862,20260849
za70_bg3_b14.6_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,70.0,100,0.31683168316831684,0.9306930693069307,7.75861378336251e-05,0.4483107487828948,1466.4254604999385,18900611.64849481,31,93,False,False,False,1481,0.015607919646667157,0.0009634926636042523,-45.763071038553505,-44.63318910409364,0.9999173597128941,0.9999486624465294,20260850
za70_bg3_b14.6_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,70.0,100,0.5841584158415841,0.801980198019802,0.3352180647929198,-0.10375336410179826,6335826.460210948,18900611.64849481,58,80,False,False,True,1481,35.0900773774478,2.840243574790956,-45.763071038553505,-44.63318910409364,0.9999173597128941,0.9999486624465294,20260851
za78_bg3_b14.6_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,78.0,100,0.693069306930693,0.32673267326732675,3.290102442375489e-05,-0.5434383942424168,621.849485471034,18900611.64849481,69,32,False,False,False,1481,0.006677186261640684,0.00027628226484590284,-47.6357680136893,-46.24260241253931,0.9998961844820267,0.9999443724783529,20260852
za78_bg3_b14.6_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_14.6m,14.6,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,78.0,100,0.9900990099009901,0.27722772277227725,0.099021241787672,-0.8936806223464057,1871562.0359804947,18900611.64849481,99,27,False,False,True,1481,12.966633968387315,1.0200405881192234,-47.6357680136893,-46.24260241253931,0.9998961844820267,0.9999443724783529,20260853
za5_bg3_b140.4_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,5.0,100,0.5742574257425742,0.43564356435643564,0.2702200571301378,-0.059933486662152306,1827764.4014189118,6763984.956670562,57,43,False,False,True,1323,114.42392661009698,2.582025658116855,-123.2569040799201,-40.8659554224235,0.793269735814618,0.9998224451880039,20260854
za5_bg3_b140.4_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,5.0,100,0.5346534653465347,0.7623762376237624,4.561268766356026,-0.03175846829475448,30852353.318963453,6763984.956670562,53,76,False,False,True,1323,297.4373157020806,18.824543104179256,-123.2569040799201,-40.8659554224235,0.793269735814618,0.9998224451880039,20260855
za15_bg3_b140.4_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,15.0,100,0.7227722772277227,0.7326732673267327,0.019368000409504878,-0.5339259881217492,131004.86341068026,6763984.956670562,72,73,False,False,True,1323,9.962260312177085,0.20440217360221735,-163.6839304292379,-121.2259629556183,0.9480829459119745,0.9996271650341084,20260856
za15_bg3_b140.4_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,15.0,100,0.42574257425742573,0.5445544554455446,4.146856715657701,0.43062648627176825,28049276.442176983,6763984.956670562,42,54,False,False,True,1323,279.77452783381426,21.544482957735827,-163.6839304292379,-121.2259629556183,0.9480829459119745,0.9996271650341084,20260857
za30_bg3_b140.4_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,30.0,100,0.32673267326732675,0.06930693069306931,0.0035627665680274738,0.4353133596808147,24098.499470266637,6763984.956670562,32,6,False,False,False,1323,0.6236794682057799,0.03826397337913776,-249.94765561623527,-234.16697084864126,0.9916534736433353,0.9986550457854257,20260858
za30_bg3_b140.4_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,30.0,100,0.38613861386138615,0.8712871287128713,10.448320798017946,0.2901372196335307,70672284.70026155,6763984.956670562,38,87,False,False,True,1323,224.69103466274674,18.476942194984456,-249.94765561623527,-234.16697084864126,0.9916534736433353,0.9986550457854257,20260859
za45_bg3_b140.4_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,45.0,100,0.6039603960396039,0.32673267326732675,0.0019591919463062147,-0.054001279618636114,13251.944852045355,6763984.956670562,60,32,False,False,False,1323,0.4933937720160735,0.019611786745326057,-333.16799083596135,-331.15590146264685,0.9971746247772633,0.9973140998940324,20260860
za45_bg3_b140.4_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,45.0,100,0.6336633663366337,0.9801980198019802,6.084944483313964,-0.37753787828368607,41158472.94731118,6763984.956670562,63,98,False,False,True,1323,149.5935732823968,12.388379489863988,-333.16799083596135,-331.15590146264685,0.9971746247772633,0.9973140998940324,20260861
za60_bg3_b140.4_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,60.0,100,0.0594059405940594,0.0891089108910891,0.0003827063267812746,1.4418838475770215,2588.6198371711894,6763984.956670562,5,8,False,False,False,1323,0.09727050629236839,0.00371546094054149,-405.578796083819,-398.84559663936665,0.9949128844200689,0.9959727254026919,20260862
za60_bg3_b140.4_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,60.0,100,0.594059405940594,0.8811881188118812,2.0600009888101947,-0.19264338316534027,13933815.69903864,6763984.956670562,59,88,False,False,True,1323,74.69561126904986,6.118360781646687,-405.578796083819,-398.84559663936665,0.9949128844200689,0.9959727254026919,20260863
za70_bg3_b140.4_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,70.0,100,0.594059405940594,0.42574257425742573,9.960429254812088e-05,-0.1438338208162034,673.7219364153034,6763984.956670562,59,42,False,False,False,1323,0.015534643171313964,0.0009534079755816129,-440.07775157208187,-429.21231159754086,0.9923806006380409,0.9952591991965455,20260864
za70_bg3_b140.4_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,70.0,100,0.27722772277227725,0.7722772277227723,0.4824544892103417,0.6608159588637841,3263314.907296931,6763984.956670562,27,77,False,False,True,1323,34.925425403362176,2.8115426009533344,-440.07775157208187,-429.21231159754086,0.9923806006380409,0.9952591991965455,20260865
za78_bg3_b140.4_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,78.0,100,0.49504950495049505,0.9603960396039604,3.694159179274027e-05,0.008020342197458242,249.8723711615599,6763984.956670562,49,96,False,False,False,1323,0.0066432065025686955,0.0002721230608601408,-458.0864266620419,-444.6891355292283,0.9904359439484032,0.9948636445389656,20260866
za78_bg3_b140.4_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_140.4m,140.4,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,78.0,100,0.009900990099009901,1.0,0.10210919487196259,1.671008038596662,690665.0580516978,6763984.956670562,0,100,True,False,True,1323,12.900698390059992,1.006717553596473,-458.0864266620419,-444.6891355292283,0.9904359439484032,0.9948636445389656,20260867
za5_bg3_b207.3_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_207.3m,207.3,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,5.0,100,0.594059405940594,0.801980198019802,0.3398361554414093,-0.08531043788345515,1320901.8052882785,3886878.3798844893,59,80,False,False,True,1239,114.30154611036055,2.168893382276418,-181.9882906279464,-60.33840796895737,0.583409466230329,0.9996129535655325,20260868
za5_bg3_b207.3_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_207.3m,207.3,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,5.0,100,0.900990099009901,0.6534653465346535,2.596770315209358,-1.7747329656846162,10093330.395713083,3886878.3798844893,90,65,False,False,True,1239,297.10906441157914,13.271247275972355,-181.9882906279464,-60.33840796895737,0.583409466230329,0.9996129535655325,20260869
za15_bg3_b207.3_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_207.3m,207.3,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,15.0,100,0.5445544554455446,0.1188118811881188,0.02614925014450546,-0.19894387963817758,101638.95503686962,3886878.3798844893,54,11,False,False,True,1239,9.95709267443501,0.19495783111779771,-241.67862200211988,-178.9896147465995,0.8889417520470098,0.9991873169903184,20260870
za15_bg3_b207.3_unity_beam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_207.3m,207.3,unity_beam,B=1 geometry-only diagnostic,smooth,300.0,550.0,90.0,15.0,100,0.8217821782178217,0.13861386138613863,3.483505393242673,-0.8610590294701979,13539961.799205963,3886878.3798844893,82,13,False,False,True,1239,279.6282468769803,19.617786338954218,-241.67862200211988,-178.9896147465995,0.8889417520470098,0.9991873169903184,20260871
za30_bg3_b207.3_full_polybeam,3,4_196_lst053,C:\Users\kimeu\Downloads\starlink_pathB_wsl_package_v0_3_clean\starlink_pathB\zen.LST.baseline.4_196.sum.uvh5,typical,53,4_196,synthetic_EW_207.3m,207.3,full_polybeam,full-chromatic HERA H2C CST PolyBeam,smooth,300.0,550.0,90.0,30.0,100,0.27722772277227725,0.44554455445544555,0.0041280601255237566,0.35641092757670956,16045.267652761542,3886878.3798844893,27,44,False,False,False,1239,0.6226781409046,0.03768898885186325,-369.0466436024279,-345.7465298755053,0.9818678348233563,0.997069344836107,20260872
