case,baseline_id,lst_stratum,lst_bin_id,beam,paired_beam,morphology,flux_jy,multiplicity,residual_model,sigma_cal,ell_nu_mhz,doppler_mode,PTE_max_1000,B_rel,PTE_absint_1000,paired_PTE_max_1000,paired_B_rel,paired_PTE_absint_1000,final_class,primary_seed,paired_seed,seed
6,0_1,typical,44,frozen_polybeam,full_polybeam,smooth,1000.0,single,smooth,0.001,1.0,linear,0.003996003996003996,0.03125949816136157,0.4925074925074925,0.003996003996003996,0.0398157737132038,0.5344655344655345,window-integrated candidate,20261567,20261975,10
6,0_1,typical,44,frozen_polybeam,full_polybeam,smooth,1000.0,single,smooth,0.001,5.0,linear,0.003996003996003996,0.03125673436540531,0.4925074925074925,0.003996003996003996,0.039812227344501724,0.5344655344655345,window-integrated candidate,20261567,20261975,10
6,0_1,typical,44,frozen_polybeam,full_polybeam,smooth,1000.0,single,smooth,0.01,0.5,linear,0.004995004995004995,0.031195500627291865,0.4945054945054945,0.005994005994005994,0.039740046179347024,0.5364635364635365,window-integrated candidate,20261567,20261975,10
6,0_1,typical,44,frozen_polybeam,full_polybeam,smooth,1000.0,single,smooth,0.01,1.0,linear,0.004995004995004995,0.03139860845868659,0.4885114885114885,0.006993006993006993,0.03997661359926546,0.5344655344655345,window-integrated candidate,20261567,20261975,10
6,0_1,typical,44,frozen_polybeam,full_polybeam,smooth,1000.0,single,smooth,0.01,5.0,linear,0.003996003996003996,0.03126359038950011,0.4915084915084915,0.003996003996003996,0.039825874564359154,0.5344655344655345,window-integrated candidate,20261567,20261975,10
7,0_1,typical,44,full_polybeam,frozen_polybeam,smooth,1000.0,single,white,0.0,,linear,0.003996003996003996,0.03981525633746512,0.5354645354645354,0.003996003996003996,0.031261326576950396,0.4925074925074925,window-integrated candidate,20261975,20261567,10
7,0_1,typical,44,full_polybeam,frozen_polybeam,smooth,1000.0,single,white,0.0001,,linear,0.003996003996003996,0.0398145468993247,0.5354645354645354,0.003996003996003996,0.0312607102306534,0.4925074925074925,window-integrated candidate,20261975,20261567,10
7,0_1,typical,44,full_polybeam,frozen_polybeam,smooth,1000.0,single,white,0.001,,linear,0.003996003996003996,0.0398177049581751,0.5344655344655345,0.003996003996003996,0.031263448101019956,0.4925074925074925,window-integrated candidate,20261975,20261567,10
7,0_1,typical,44,full_polybeam,frozen_polybeam,smooth,1000.0,single,white,0.01,,linear,0.003996003996003996,0.0397814837086455,0.5344655344655345,0.003996003996003996,0.03123444576823318,0.4885114885114885,window-integrated candidate,20261975,20261567,10
7,0_1,typical,44,full_polybeam,frozen_polybeam,smooth,1000.0,single,smooth,0.0,0.5,linear,0.003996003996003996,0.03981525633746512,0.5354645354645354,0.003996003996003996,0.031261326576950396,0.4925074925074925,window-integrated candidate,20261975,20261567,10
7,0_1,typical,44,full_polybeam,frozen_polybeam,smooth,1000.0,single,smooth,0.0,1.0,linear,0.003996003996003996,0.03981525633746512,0.5354645354645354,0.003996003996003996,0.031261326576950396,0.4925074925074925,window-integrated candidate,20261975,20261567,10
7,0_1,typical,44,full_polybeam,frozen_polybeam,smooth,1000.0,single,smooth,0.0,5.0,linear,0.003996003996003996,0.03981525633746512,0.5354645354645354,0.003996003996003996,0.031261326576950396,0.4925074925074925,window-integrated candidate,20261975,20261567,10
7,0_1,typical,44,full_polybeam,frozen_polybeam,smooth,1000.0,single,smooth,0.0001,0.5,linear,0.003996003996003996,0.039815697860418595,0.5354645354645354,0.003996003996003996,0.031261728732696385,0.4925074925074925,window-integrated candidate,20261975,20261567,10
7,0_1,typical,44,full_polybeam,frozen_polybeam,smooth,1000.0,single,smooth,0.0001,1.0,linear,0.003996003996003996,0.039815434396099025,0.5354645354645354,0.003996003996003996,0.03126159324208659,0.4925074925074925,window-integrated candidate,20261975,20261567,10
7,0_1,typical,44,full_polybeam,frozen_polybeam,smooth,1000.0,single,smooth,0.0001,5.0,linear,0.003996003996003996,0.03981481537678784,0.5354645354645354,0.003996003996003996,0.03126091020080233,0.4925074925074925,window-integrated candidate,20261975,20261567,10
